source,target,id,developer_comments
XCHAPTITLE_0002,12. Lost Light,XCHAPTITLE_0002,
XMESS_0000,(...Where am I?),XMESS_0000,網代慎平
XMESS_0001,(Where... did I mess up?),XMESS_0001,網代慎平
XMESS_0002,(I can't even move a single finger anymore...),XMESS_0002,網代慎平
XMESS_0003,(I can't even end my life to start over like this...),XMESS_0003,網代慎平
XMESS_0004,(Why...? How did it come to this...),XMESS_0004,網代慎平
XMESS_0005,(This sound is...),XMESS_0005,網代慎平
XMESS_0006,"(I see, that black Shadow... Even inside the boat...)",XMESS_0006,網代慎平
XMESS_0007,(Mio has... disappeared...),XMESS_0007,網代慎平
XMESS_0008,(I guess... this is as far as I go...),XMESS_0008,網代慎平
XMESS_0009,(Mio... and me too...),XMESS_0009,網代慎平
XMESS_0010,(Everything... is going to be swallowed by the Shadows...),XMESS_0010,網代慎平
XMESS_0011,(Fading away... The sound... the light...),XMESS_0011,網代慎平
XMESS_0012,"(Ushio, I'm sorry...)",XMESS_0012,網代慎平
XMESS_0013,…,XMESS_0013,網代慎平
XMESS_0014,Key TIPS [<color=#GF_KEY_ROOTCLEAR_MIO>route: Mio Kofune</color>] obtained.,XMESS_0014,（ト書き）
