source,target,id,developer_comments
XCHAPTITLE_0022,3. Will a Demon or a Snake Appear?,XCHAPTITLE_0022,
XCOMMENTVIEW_0036,2026-07-07 00:00:00,XCOMMENTVIEW_0036,
XMESS_0000,Where could Nezu-san be?,XMESS_0000,ウシオ
XMESS_0001,"Nagumo-sensei said Nezu-san ""might be nearby.""",XMESS_0001,網代慎平
XMESS_0002,On the way from when Nagumo-sensei entered the forest to when she reached Haine…,XMESS_0002,網代慎平
XMESS_0003,She must have met Nezu-san somewhere along there. That means if we just head down the mountain—,XMESS_0003,網代慎平
XMESS_0004,…,XMESS_0004,根津銀次郎（１４年前）
XMESS_0005,…There he is!!,XMESS_0005,網代慎平
XMESS_0006,We found him! We're really close to the old clinic here!,XMESS_0006,ウシオ
XMESS_0007,Phew… That should be enough pit viper extermination for today.,XMESS_0007,根津銀次郎（１４年前）
XMESS_0008,"(Please, my voice… reach him!!)",XMESS_0008,網代慎平
MSTD_0065-0,"""Can you hear me!?""",MSTD_0065-0,
MSTD_0065-1,"""Please help!""",MSTD_0065-1,
MSTD_0065-2,"""Someone is going to be killed!""",MSTD_0065-2,
XMESS_0009,"Nezu-san, can you hear me!? Nezu-san!!",XMESS_0009,網代慎平
XMESS_0010,The animals are awfully restless today.,XMESS_0010,根津銀次郎（１４年前）
XMESS_0011,Nezu-san!! Ne-zu-saaaaan!!,XMESS_0011,ウシオ
XMESS_0012,Nezu-san!! Can you heeeear me?!,XMESS_0012,網代慎平
XMESS_0013,"Well, I suppose it's about time to head home.",XMESS_0013,根津銀次郎（１４年前）
XMESS_0014,"Damn it… No matter how loud I shout, he won't notice.",XMESS_0014,網代慎平
XMESS_0015,"Nezu-san, please help!",XMESS_0015,網代慎平
XMESS_0016,Nezu-san!!,XMESS_0016,網代慎平
XMESS_0017,"Hm, what's this?",XMESS_0017,根津銀次郎（１４年前）
XMESS_0018,Throwing trash even in a place like this. The mountain isn't a garbage dump.,XMESS_0018,根津銀次郎（１４年前）
XMESS_0019,"Nezu-san, over here, over here! Look this way!",XMESS_0019,ウシオ
XMESS_0020,That girl I met earlier… Was she the Minakata family's daughter?,XMESS_0020,根津銀次郎（１４年前）
XMESS_0021,"…Jeez, walking through the mountains completely defenseless. Don't come crying to me if you get bitten by a pit viper.",XMESS_0021,根津銀次郎（１４年前）
XMESS_0022,That Hizuru is in trouble! Hurry up and go help her!,XMESS_0022,ウシオ
XMESS_0023,Please! They're being attacked by a dangerous monster!,XMESS_0023,網代慎平
XMESS_0024,…,XMESS_0024,根津銀次郎（１４年前）
XMESS_0025,Nezu-san!!,XMESS_0025,網代慎平
XMESS_0026,"It's no use, he can't hear us at all.",XMESS_0026,ウシオ
XMESS_0027,Nezu-san! Someone's going to be killed!,XMESS_0027,網代慎平
XMESS_0028,They're about to be killed by a monster right now!,XMESS_0028,網代慎平
XMESS_0029,"(Nagumo-sensei and Ryunosuke both reacted strongly to the word ""killed."")",XMESS_0029,網代慎平
XMESS_0030,(Maybe Nezu-san will too...!),XMESS_0030,網代慎平
XMESS_0031,…,XMESS_0031,根津銀次郎（１４年前）
XMESS_0032,Nezu-san!,XMESS_0032,網代慎平
XMESS_0033,(It's no use… He can't hear me.),XMESS_0033,網代慎平
XMESS_0034,"At this rate, Hizuru and the others are going to be eaten by the monster!",XMESS_0034,ウシオ
XMESS_0035,Please! Help Hizuru and the others!,XMESS_0035,ウシオ
XMESS_0036,"It's no good, he can't hear us at all…",XMESS_0036,網代慎平
XMESS_0037,"(Nezu-san's belongings are a plastic bottle with pit vipers in it, a capture stick, and… a knife hanging at his waist.)",XMESS_0037,網代慎平
XMESS_0038,Ah!,XMESS_0038,網代慎平
XMESS_0039,What's with the sudden loud voice?,XMESS_0039,ウシオ
XMESS_0040,Nezu-san doesn't have a hunting rifle…,XMESS_0040,網代慎平
XMESS_0041,"Huh? Oh, why!?",XMESS_0041,ウシオ
XMESS_0042,"I see… Seasonally, it's still the closed hunting season.",XMESS_0042,網代慎平
XMESS_0043,There's no way he'd be carrying a hunting rifle around.,XMESS_0043,網代慎平
XMESS_0044,(There are two shadows approaching Nagumo-sensei and Ryunosuke…),XMESS_0044,網代慎平
XMESS_0045,"(Even without a hunting rifle, we need Nezu-san's help with his knife, no matter what…)",XMESS_0045,網代慎平
XMESS_0046,"Shinpei, the shadows' presence is getting stronger!",XMESS_0046,ウシオ
XMESS_0047,Hizuru and Ryunosuke might have been found!,XMESS_0047,ウシオ
XMESS_0048,Damn it… Let's go back for now!,XMESS_0048,網代慎平
XMESS_0049,Aren't we taking Nezu-san with us?!,XMESS_0049,ウシオ
XMESS_0050,It's impossible since our voices aren't reaching him!,XMESS_0050,網代慎平
XMESS_0051,"It might be difficult, but we have no choice but to somehow guide Nagumo-sensei and Ryunosuke here!",XMESS_0051,網代慎平
XMESS_0052,Got it!,XMESS_0052,ウシオ
XMESS_0053,Ugh…,XMESS_0053,南方ひづる（過去）
XMESS_0054,Daena? Daena?,XMESS_0054,野良の影Ａ
XMESS_0055,Onee-chan… what are those things?,XMESS_0055,南方竜之介
XMESS_0056,I don't know…,XMESS_0056,南方ひづる（過去）
XMESS_0057,"Thank goodness…! It looks like they've been found, but they haven't been attacked yet!",XMESS_0057,ウシオ
XMESS_0058,*Sniff… sniff…*,XMESS_0058,野良の影Ｂ
XMESS_0059,"(One of the two is focused on Nagumo-sensei and Ryunosuke, but…)",XMESS_0059,網代慎平
XMESS_0060,(The other's attention is on a mouse…),XMESS_0060,網代慎平
XMESS_0061,(Maybe they can somehow manage to escape!),XMESS_0061,網代慎平
XMESS_0062,"Nagumo-sensei, can you hear me!?",XMESS_0062,網代慎平
XMESS_0063,"Let's move from here! If you head down towards the east, the hunter Nezu-san is there!",XMESS_0063,網代慎平
XMESS_0064,"…Ryunosuke, stay right here.",XMESS_0064,南方ひづる（過去）
XMESS_0065,Huh… Can she not hear me?,XMESS_0065,網代慎平
XMESS_0066,Onee-chan… what are you going to do?,XMESS_0066,南方竜之介
XMESS_0067,I'll try to find a way to drive them off.,XMESS_0067,南方ひづる（過去）
XMESS_0068,"It seems she really can't hear you! What do we do, Shinpei?!",XMESS_0068,ウシオ
XMESS_0069,(Is she so focused on the shadows that she's not paying attention to our voices?!),XMESS_0069,網代慎平
XMESS_0070,Tekyara!!!,XMESS_0070,野良の影Ａ
XMESS_0071,"Hizuru, duck!!",XMESS_0071,ウシオ
XMESS_0072,…!!,XMESS_0072,南方ひづる（過去）
XMESS_0073,Ona!?,XMESS_0073,野良の影Ａ
XMESS_0074,(Yes! She ducked and dodged it!),XMESS_0074,網代慎平
XMESS_0075,Hore!!,XMESS_0075,野良の影Ａ
XMESS_0076,"Hizuru, to the right!!",XMESS_0076,ウシオ
XMESS_0077,Ugh…!,XMESS_0077,南方ひづる（過去）
XMESS_0078,Beh!?,XMESS_0078,野良の影Ａ
XMESS_0079,What an idiot! It crashed right into the tree on its own!,XMESS_0079,ウシオ
XMESS_0080,(Nagumo-sensei is dodging everything…!),XMESS_0080,網代慎平
XMESS_0081,(Is it a coincidence…? Or… is Ushio's voice actually reaching her?),XMESS_0081,網代慎平
XMESS_0082,Uuu…!,XMESS_0082,野良の影Ａ
XMESS_0083,Now's our chance! It's writhing around after crashing into the tree!,XMESS_0083,ウシオ
XMESS_0084,"Alright then, I'll have a go at it too!!",XMESS_0084,ウシオ
XMESS_0085,…Huh?,XMESS_0085,ウシオ
XMESS_0086,It seems my attacks really don't hit.,XMESS_0086,ウシオ
XMESS_0087,Yeah… It looks like it's impossible for us to do anything about the shadows.,XMESS_0087,網代慎平
XMESS_0088,"But Ushio's voice reached her just fine earlier, right?",XMESS_0088,網代慎平
XMESS_0089,"Yeah, I felt like it did too.",XMESS_0089,ウシオ
XMESS_0090,We don't know what the trigger is. Let's keep calling out without giving up.,XMESS_0090,網代慎平
XMESS_0091,Oda… ouda…,XMESS_0091,野良の影Ａ
XMESS_0092,This monster… is pretty ferocious. It's fast and troublesome.,XMESS_0092,南方ひづる（過去）
XMESS_0093,(Nagumo-sensei is regaining her composure. Maybe my voice will reach her now!),XMESS_0093,網代慎平
XMESS_0094,"Nagumo-sensei, go east! Please run east!!",XMESS_0094,網代慎平
XMESS_0095,…Straw's voice?,XMESS_0095,南方ひづる（過去）
XMESS_0096,"If you head down east, the hunter Nezu-san is there!",XMESS_0096,網代慎平
XMESS_0097,East… direction? You're telling us to run east?,XMESS_0097,南方ひづる（過去）
XMESS_0098,That's right! Please hurry and head east!,XMESS_0098,網代慎平
XMESS_0099,"Onee-chan, I… I can go.",XMESS_0099,南方竜之介
XMESS_0100,You look pale. Are you really okay?,XMESS_0100,南方ひづる（過去）
XMESS_0101,I'd rather endure… the pain in my legs… than be attacked by that thing.,XMESS_0101,南方竜之介
XMESS_0102,…,XMESS_0102,南方ひづる（過去）
XMESS_0103,"*Sniff, sniff sniff.*",XMESS_0103,野良の影Ｂ
XMESS_0104,That monster… might react to moving things.,XMESS_0104,南方ひづる（過去）
XMESS_0105,Territorial instinct… or maybe hunting instinct.,XMESS_0105,南方ひづる（過去）
XMESS_0106,"Well, either is fine. If that's the case!",XMESS_0106,南方ひづる（過去）
XMESS_0107,Huh…!? She dragged a pit viper out of the bushes—,XMESS_0107,網代慎平
XMESS_0108,And threw it at the shadow?!,XMESS_0108,ウシオ
XMESS_0109,"Here, the perfect prey for you.",XMESS_0109,南方ひづる（過去）
XMESS_0110,Byabya!!,XMESS_0110,野良の影Ａ
XMESS_0111,(She's using the snake to distract the shadow and buy time!),XMESS_0111,網代慎平
XMESS_0112,"Keep playing with that pit viper. Let's go, Ryunosuke!",XMESS_0112,南方ひづる（過去）
XMESS_0113,"*Pant, pant*… Yeah!",XMESS_0113,南方竜之介
XMESS_0114,"Ryunosuke, can you still keep going?",XMESS_0114,南方ひづる（過去）
XMESS_0115,"*Wheeze, wheeze*… Y-Yeah…",XMESS_0115,南方竜之介
XMESS_0116,(Ryunosuke looks like he's nearing his limit…),XMESS_0116,網代慎平
XMESS_0117,"Ushio, is the shadow chasing them?",XMESS_0117,網代慎平
XMESS_0118,"Yeah, it's definitely getting closer.",XMESS_0118,ウシオ
XMESS_0119,"Hizuru-san, go right! Nezu-san was a little further to the right!",XMESS_0119,ウシオ
XMESS_0120,…Right? This way!,XMESS_0120,南方ひづる（過去）
XMESS_0121,(Nice. Ushio's voice is starting to reach her too!),XMESS_0121,網代慎平
XMESS_0122,What was that sound just now…?,XMESS_0122,南方竜之介
XMESS_0123,"I can't see anything that looks like a shadow, but…",XMESS_0123,網代慎平
