source,target,id,developer_comments
XCHAPTITLE_0002,35. Capture the Shadow,XCHAPTITLE_0002,
XCOMMENTVIEW_0013,Ryunosuke Minakata,XCOMMENTVIEW_0013,
XMESS_0000,"(The layout of the third floor is... three closets, a toilet... and the master bedroom. There's a balcony...)",XMESS_0000,南方ひづる（ポニテ）
XMESS_0001,(And next to it is the children's room... A corner room with two windows...),XMESS_0001,南方ひづる（ポニテ）
XMESS_0002,(On the north side—there's a balcony here too... The window is slightly open...),XMESS_0002,南方ひづる（ポニテ）
XMESS_0003,"(I should send an additional message. Third floor, north window...)",XMESS_0003,南方ひづる（ポニテ）
XMESS_0004,…,XMESS_0004,南方ひづる（ポニテ）
XMESS_0005,Taking my back is useless.,XMESS_0005,南方ひづる（ポニテ）
XMESS_0006,…,XMESS_0006,シオリ
XMESS_0007,"After emitting the copying light, you're unable to move for a few seconds.",XMESS_0007,南方ひづる（ポニテ）
XMESS_0008,…!!,XMESS_0008,シオリ
XMESS_0009,It seems it takes quite a bit of effort to scan the information of a single human...,XMESS_0009,南方ひづる（ポニテ）
XMESS_0010,Do you think I'd miss that moment?,XMESS_0010,南方ひづる（ポニテ）
XMESS_0011,The moment you try to copy me! I'll kill you... this time for sure.,XMESS_0011,南方ひづる（ポニテ）
XMESS_0012,…How boring.,XMESS_0012,シオリ
XCOMMENTVIEW_0054,Shinpei Ajiro,XCOMMENTVIEW_0054,
XMESS_0013,"Just as Shinpei Ajiro said, I will likely end up letting Shiori escape.",XMESS_0013,南方ひづる
XMESS_0014,"Hey, hey... You're actually believing this guy and his nonsense...?",XMESS_0014,根津銀次郎
XMESS_0015,Thinking weak thoughts about how it might fail before you even try is exactly why you end up failing!!?,XMESS_0015,根津銀次郎
XMESS_0016,Ridiculous...!! This has nothing to do with that Showa-era willpower nonsense.,XMESS_0016,南方ひづる
XMESS_0017,Grr...,XMESS_0017,根津銀次郎
XMESS_0018,…,XMESS_0018,網代慎平
XMESS_0019,"Don't misunderstand.
I have no intention of letting Shiori escape.",XMESS_0019,南方ひづる
XMESS_0020,"I will move ""inside"" the house exactly as before, but I want you two to take different actions ""outside""!",XMESS_0020,南方ひづる
XMESS_0021,…!?,XMESS_0021,網代慎平
XMESS_0022,This is the important part... I had planned for Nezu to wait around the back on the south side as backup.,XMESS_0022,南方ひづる
XMESS_0023,"This is because it's a position with a clear view of the kitchen and bathroom windows, as well as the front door...",XMESS_0023,南方ひづる
XMESS_0024,"But that allowed it to escape... I can't completely rule out the bathroom window, but...",XMESS_0024,南方ひづる
XMESS_0025,It's highly likely that it didn't escape from the second floor.,XMESS_0025,南方ひづる
XMESS_0026,I surmise it used Shiori's room on the third floor.,XMESS_0026,南方ひづる
XMESS_0027,"Because only Shiori's room has a window facing ""north""...",XMESS_0027,南方ひづる
XMESS_0028,"When I give the signal, grab your weapons and wait at the front of the house.",XMESS_0028,南方ひづる
XMESS_0029,…!,XMESS_0029,網代慎平
XMESS_0030,"Nezu-san, a Shadow is coming from the window!",XMESS_0030,網代慎平
XMESS_0031,So it's here...! This is—,XMESS_0031,根津銀次郎
XMESS_0032,...!!,XMESS_0032,シオリ
XMESS_0033,"""<color=#GF_TIPS_111>Plan B</color>""...!!",XMESS_0033,根津銀次郎
XMESS_0034,...Ngh!?,XMESS_0034,根津銀次郎
XMESS_0035,I thought I pinned it down... Did I miss the third shot...!! In that case—,XMESS_0035,根津銀次郎
XMESS_0036,Bring it on!!!!,XMESS_0036,根津銀次郎
XMESS_0037,(...! It's coming this way...!!),XMESS_0037,網代慎平
XMESS_0038,(Which means it hasn't noticed me hiding here...!),XMESS_0038,網代慎平
XMESS_0039,"(If I'm gonna move, it's now...!)",XMESS_0039,網代慎平
XMESS_0040,(What do I do...? It's still too far to shoot...!? In that case... should I jump it and seal its movements!?),XMESS_0040,網代慎平
XMESS_0041,"(This is my first time firing a nail gun... What if I miss here...? No, this is no time to be thinking!)",XMESS_0041,網代慎平
XMESS_0042,(It's getting closer!! I have to... steel my resolve!!),XMESS_0042,網代慎平
XMESS_0043,...Tch!!,XMESS_0043,シオリ
XMESS_0044,(It noticed me!!),XMESS_0044,網代慎平
XMESS_0045,(I don't have time to hesitate!),XMESS_0045,網代慎平
XMESS_0046,"(It's now or never...!! Shoot it, me!!)",XMESS_0046,網代慎平
XMESS_0047,...Tch!!,XMESS_0047,シオリ
XMESS_0048,(I missed!!),XMESS_0048,網代慎平
XMESS_0049,(I-I have to do something...!!),XMESS_0049,網代慎平
XMESS_0050,(But what can I—),XMESS_0050,網代慎平
XMESS_0051,Out of the way!!,XMESS_0051,シオリ
XMESS_0052,...!?,XMESS_0052,網代慎平
XMESS_0053,Hah!!?,XMESS_0053,シオリ
XMESS_0054,Its feet stopped!! Shinpei-san!!,XMESS_0054,南方ひづる（ポニテ）
XMESS_0055,...!!,XMESS_0055,網代慎平
XMESS_0056,Daaamn it!!,XMESS_0056,網代慎平
XMESS_0057,(Now!!!!),XMESS_0057,網代慎平
XMESS_0058,Hah!!?,XMESS_0058,シオリ
XMESS_0059,Guh... Oooohhh!!!!,XMESS_0059,網代慎平
XMESS_0060,...N... No...!,XMESS_0060,シオリ
XMESS_0061,...You!! Did you do it!?,XMESS_0061,網代慎平
XMESS_0062,"You're creeping me out... Let go, idiot!",XMESS_0062,シオリ
XMESS_0063,Did you... kill Ushio!!!!,XMESS_0063,網代慎平
XMESS_0064,!!!,XMESS_0064,網代慎平
XMESS_0065,"That's enough... Let go, Shinpei...!!",XMESS_0065,根津銀次郎
XMESS_0066,I pierced the Shadow with a nail.,XMESS_0066,根津銀次郎
XMESS_0067,It can't even move a single finger anymore...,XMESS_0067,根津銀次郎
XMESS_0068,...Ga... Hah...!!,XMESS_0068,シオリ
XMESS_0069,One or two won't do it...,XMESS_0069,根津銀次郎
XMESS_0070,You gotta hit three spots like that... If you pierce a Shadow with nails or stakes...,XMESS_0070,根津銀次郎
XMESS_0071,They'll be pinned in place...!! Meaning they can be captured...!!,XMESS_0071,根津銀次郎
XMESS_0072,C-Capture!! So Plan B was... Was that your intention from the start!?,XMESS_0072,網代慎平
XMESS_0073,Yup.,XMESS_0073,根津銀次郎
XMESS_0074,I-I didn't know!,XMESS_0074,網代慎平
XMESS_0075,Course I didn't tell ya! I didn't expect anything from you from the start!,XMESS_0075,根津銀次郎
XMESS_0076,(Ugh... this old geezer...!!),XMESS_0076,網代慎平
XMESS_0077,"(No, but this is amazing! To think we could capture Shiori...)",XMESS_0077,網代慎平
XMESS_0078,(This will change the future! ...For sure!!),XMESS_0078,網代慎平
XMESS_0079,…,XMESS_0079,南方ひづる（ポニテ）
XMESS_0080,Why did you jump at it?,XMESS_0080,南方ひづる（ポニテ）
XMESS_0081,That's... I just chose the more reliable method.,XMESS_0081,網代慎平
XMESS_0082,"I figured if I could stop the Shadow's movement even a little, Nezu-san would definitely take care of it.",XMESS_0082,網代慎平
XMESS_0083,Mm…,XMESS_0083,根津銀次郎
XMESS_0084,"Well, in other words... It was a spur-of-the-moment action.",XMESS_0084,網代慎平
XMESS_0085,I see... Shadows can submerge their 3D forms into 2D surfaces and move quickly.,XMESS_0085,南方ひづる（ポニテ）
XMESS_0086,"...However, it seems that if their 3D form is grabbed, they can no longer submerge.",XMESS_0086,南方ひづる（ポニテ）
