source,target,id,developer_comments
XRETURNTODEATH_0018,Loop 2,XRETURNTODEATH_0018,
XCHAPTITLE_0021,2. Shaken by the Ferry,XCHAPTITLE_0021,
XMESS_0000,Ushio!!,XMESS_0000,網代慎平
XMESS_0001,.........Muni?,XMESS_0001,網代慎平
XMESS_0002,…,XMESS_0002,？？？（南方ひづる）
XMESS_0003,A-Ah...,XMESS_0003,網代慎平
XMESS_0004,(Th-This feeling... could it be?),XMESS_0004,網代慎平
XMESS_0005,.........,XMESS_0005,？？？（南方ひづる）
XMESS_0006,...Waaaaah!?,XMESS_0006,網代慎平
XMESS_0007,"Eh!!?
Ah…!",XMESS_0007,網代慎平
XMESS_0008,"I'm sorry, I'm sorry!! I-I-I didn't mean to...!!",XMESS_0008,網代慎平
XMESS_0009,…,XMESS_0009,？？？（南方ひづる）
XMESS_0010,"(Is she... mad...? Well, of course she is. I have to clear up this misunderstanding fast!)",XMESS_0010,網代慎平
XMESS_0011,(...Huh? I feel like something like this happened just a little while ago...),XMESS_0011,網代慎平
XMESS_0012,"(Wait, no, no. Apologizing comes first right now!)",XMESS_0012,網代慎平
XMESS_0013,U-Um! That wasn't on purpose just now—,XMESS_0013,網代慎平
XMESS_0014,Ii...taaaaaah~~!!,XMESS_0014,網代慎平
XMESS_0015,I-I'm so sorry...!!,XMESS_0015,網代慎平
XMESS_0016,Haa...,XMESS_0016,？？？（南方ひづる）
XMESS_0017,…,XMESS_0017,？？？（南方ひづる）
XMESS_0018,Are you okay…?,XMESS_0018,？？？（南方ひづる）
XMESS_0019,Eh?,XMESS_0019,網代慎平
XMESS_0020,You were groaning quite a bit... Did you have a bad dream?,XMESS_0020,？？？（南方ひづる）
XMESS_0021,...D-Dream...?,XMESS_0021,網代慎平
XMESS_0022,(Ah... this person... I've met her before...!?),XMESS_0022,網代慎平
XMESS_0023,(What's going on...? This person was shot... and there were two Mios...),XMESS_0023,網代慎平
XMESS_0024,(And then what happened? Why am I on the ferry...),XMESS_0024,網代慎平
XMESS_0025,…,XMESS_0025,？？？（南方ひづる）
XMESS_0026,U-Um...,XMESS_0026,網代慎平
XMESS_0027,Have you ever... b-been shot by a gun?,XMESS_0027,網代慎平
XMESS_0028,Huh?,XMESS_0028,？？？（南方ひづる）
XMESS_0029,Are you really okay?,XMESS_0029,？？？（南方ひづる）
XMESS_0030,"Ah... no, it's nothing...",XMESS_0030,網代慎平
XMESS_0031,(Crap! I'm acting like a total creep right now! I might get reported at this rate...),XMESS_0031,網代慎平
XMESS_0032,You should wake up soon.,XMESS_0032,？？？（南方ひづる）
XMESS_0033,(She left...),XMESS_0033,網代慎平
XMESS_0034,"(I'm glad I wasn't reported, but... I really did something terrible.)",XMESS_0034,網代慎平
XMESS_0035,(...Even so.),XMESS_0035,網代慎平
XMESS_0036,"(Is it just me, or is this not the first time... I've been slapped by that person?)",XMESS_0036,網代慎平
XMESS_0037,"(No, there's no way. What am I thinking?)",XMESS_0037,網代慎平
XMESS_0038,"(Still, my cheek is throbbing. I didn't know a slap could hurt this much. My cheek might even be swollen...)",XMESS_0038,網代慎平
XMESS_0039,(I don't have... a mirror. I'll check with my smartphone camera.),XMESS_0039,網代慎平
XMESS_0040,…Huh?,XMESS_0040,網代慎平
