source,target,id,developer_comments
XCHAPTITLE_0002,6. Date?,XCHAPTITLE_0002,
XMESS_0000,Lunchtime... it's already past that time.,XMESS_0000,網代慎平（収録）
XMESS_0001,"Ah, this is the worst. I left the shop saying I'd be right back.",XMESS_0001,網代慎平（収録）
XMESS_0002,It'll be fine. Dad and Mio are used to being busy.,XMESS_0002,小舟潮
XMESS_0003,"You know... You better apologize to Mio and Alain too, not just Totsumura-san, okay?",XMESS_0003,網代慎平（収録）
XMESS_0004,"Why!?
I said I wouldn't help in the first place.",XMESS_0004,小舟潮
XMESS_0005,"Besides, Shinpei, you finally came back to the island after so long, and all you're doing is helping out at Kofune?",XMESS_0005,小舟潮
XMESS_0006,"It's fine, isn't it? I'm just doing what I want.",XMESS_0006,網代慎平（収録）
XMESS_0007,Helping out at the shop is what you want to do?,XMESS_0007,小舟潮
XMESS_0008,"Is that so weird? I am studying cooking in Tokyo right now, after all.",XMESS_0008,網代慎平（収録）
XMESS_0009,"That's true, but――",XMESS_0009,小舟潮
XMESS_0010,"Hey Shinpei, Ushio!",XMESS_0010,菱形窓
XMESS_0011,"Ah, Sou.",XMESS_0011,網代慎平（収録）
XMESS_0012,What are you two doing? On a date?,XMESS_0012,菱形窓
XMESS_0013,"Da...!? No we're not, you idiot!!",XMESS_0013,小舟潮
XMESS_0014,Ow!? You didn't have to kick me!,XMESS_0014,菱形窓
XMESS_0015,Hmph!!,XMESS_0015,小舟潮
XMESS_0016,"You okay, Sou?",XMESS_0016,網代慎平（収録）
XMESS_0017,"A-Ah. Well, it's always like this. I'm used to it.",XMESS_0017,菱形窓
XMESS_0018,"Haha, you guys were the same as always even while I was gone, huh.",XMESS_0018,網代慎平（収録）
XMESS_0019,"Oh yeah, perfect timing. I have something I want to ask you, Shinpei.",XMESS_0019,菱形窓
XMESS_0020,Me? What?,XMESS_0020,網代慎平（収録）
XMESS_0021,"How long are you staying here? It's summer vacation, so you're gonna relax for a while, right?",XMESS_0021,菱形窓
XMESS_0022,"Ah, I'd like to do that, but because of my part-time job and stuff, I have to go back to Tokyo by the weekend.",XMESS_0022,網代慎平（収録）
XMESS_0023,Huuuuh!?,XMESS_0023,小舟潮
XMESS_0024,Eh...?,XMESS_0024,網代慎平（収録）
XMESS_0025,"Hold on, Shinpei!! I haven't heard anything about that!!",XMESS_0025,小舟潮
XMESS_0026,"You didn't tell Ushio? You stayed at her place yesterday, right?",XMESS_0026,菱形窓
XMESS_0027,"Ah, well…",XMESS_0027,網代慎平（収録）
XMESS_0028,"What were you thinking, Shinpei!?",XMESS_0028,小舟潮
XMESS_0029,I wasn't keeping it a secret. But Ushio was being so combative the whole time that I missed the chance to tell her...,XMESS_0029,網代慎平（収録）
XMESS_0030,Don't make excuses! You should say important things like that first!!,XMESS_0030,小舟潮
XMESS_0031,"I-If you were that curious about it, you could have just asked me yourself, couldn't you?",XMESS_0031,網代慎平（収録）
XMESS_0032,Don't blame this on me! It's because you did something weird right after we reunited!,XMESS_0032,小舟潮
XMESS_0033,Something weird? What did you do?,XMESS_0033,菱形窓
XMESS_0034,"N-No...! It's a misunderstanding, Sou!",XMESS_0034,網代慎平（収録）
