source,target,id,developer_comments
XCHAPTITLE_0002,4. Happy Birthday,XCHAPTITLE_0002,
XMESS_0000,I don't see the other one around. But this isn't a situation we can be optimistic about. We should hurry and get down the mountain.,XMESS_0000,南方ひづる（過去）
XMESS_0001,"Hunter, I'm sorry to ask, but could you come down the mountain with us?",XMESS_0001,南方ひづる（過去）
XMESS_0002,"My brother is badly injured, and I need all the help I can get.",XMESS_0002,南方ひづる（過去）
XMESS_0003,That really is a terrible injury…,XMESS_0003,根津銀次郎（１４年前）
XMESS_0004,"I'll get you to a hospital right away, so just hang in there a little longer.",XMESS_0004,根津銀次郎（１４年前）
XMESS_0005,Thank you.,XMESS_0005,南方ひづる（過去）
XMESS_0006,"…Thank goodness, Ryunosuke. Well, let's get going.",XMESS_0006,南方ひづる（過去）
XMESS_0007,Y-Yeah…,XMESS_0007,南方竜之介
XMESS_0008,"Take it slow. Here, lean on my shoulder.",XMESS_0008,南方ひづる（過去）
XMESS_0009,Th-Thanks…,XMESS_0009,南方竜之介
XMESS_0010,You're really unsteady on your feet…,XMESS_0010,南方ひづる（過去）
XMESS_0011,I-I'm fine.,XMESS_0011,南方竜之介
XMESS_0012,"…Alright. If it's too much, tell me right away.",XMESS_0012,南方ひづる（過去）
XMESS_0013,…Yeah.,XMESS_0013,南方竜之介
XMESS_0014,"Um… Mr. Hunter, was it? Thank you for saving us…",XMESS_0014,南方竜之介
XMESS_0015,"It's Nezu. Save your thanks for later. For now, just focus on your own body.",XMESS_0015,根津銀次郎（１４年前）
XMESS_0016,…Okay.,XMESS_0016,南方竜之介
XMESS_0017,(Ryunosuke-san...),XMESS_0017,網代慎平
XMESS_0018,"—So that means the boy wasn't attacked by the monster from just now, but by something else?",XMESS_0018,根津銀次郎（１４年前）
XMESS_0019,By that one wearing the red kimono.,XMESS_0019,根津銀次郎（１４年前）
XMESS_0020,That's right.,XMESS_0020,南方ひづる（過去）
XMESS_0021,(A monster in a red kimono…),XMESS_0021,網代慎平
XMESS_0022,"(Nagumo-sensei is probably still confused about Ryunosuke's situation, so…)",XMESS_0022,網代慎平
XMESS_0023,(She probably can't say anything more than that right now.),XMESS_0023,網代慎平
XMESS_0024,*Pant… pant…*,XMESS_0024,南方竜之介
XMESS_0025,Ryunosuke-san… looks like he's in a lot of pain.,XMESS_0025,ウシオ
XMESS_0026,…He's lost too much blood.,XMESS_0026,網代慎平
XMESS_0027,Onee-chan…,XMESS_0027,南方竜之介
XMESS_0028,"What is it, Ryunosuke?",XMESS_0028,南方ひづる（過去）
XMESS_0029,I'm… gonna rest here a little longer.,XMESS_0029,南方竜之介
XMESS_0030,You guys… go on ahead.,XMESS_0030,南方竜之介
XMESS_0031,What kind of stupid thing are you saying?!,XMESS_0031,南方ひづる（過去）
XMESS_0032,But…,XMESS_0032,南方竜之介
XMESS_0033,Here… stand up. I'll carry you on my back.,XMESS_0033,根津銀次郎（１４年前）
XMESS_0034,"N-No… I'm really fine, so—",XMESS_0034,南方竜之介
XMESS_0035,Ugaah!!!!,XMESS_0035,南方竜之介
XMESS_0036,Is it hurting that badly? Let me take a look at your body.,XMESS_0036,根津銀次郎（１４年前）
XMESS_0037,…,XMESS_0037,根津銀次郎（１４年前）
XMESS_0038,…Who did this first aid?,XMESS_0038,根津銀次郎（１４年前）
XMESS_0039,I did.,XMESS_0039,南方ひづる（過去）
XMESS_0040,It's too loose to stop the bleeding. I'm redoing it.,XMESS_0040,根津銀次郎（１４年前）
XMESS_0041,…Please do.,XMESS_0041,南方ひづる（過去）
XMESS_0042,Keep an eye on the surroundings so we don't get spotted by any more weird things.,XMESS_0042,根津銀次郎（１４年前）
XMESS_0043,Understood. Please take care of Ryunosuke.,XMESS_0043,南方ひづる（過去）
XMESS_0044,Guh… Aagh…!,XMESS_0044,南方竜之介
XMESS_0045,"Endure it. I know it hurts, but it won't stop the bleeding unless I tie it tight.",XMESS_0045,根津銀次郎（１４年前）
XMESS_0046,I wonder if Ryunosuke-san will be okay.,XMESS_0046,ウシオ
XMESS_0047,Honestly… it's hard to say.,XMESS_0047,網代慎平
XMESS_0048,…,XMESS_0048,南方ひづる（過去）
XMESS_0049,"(Nagumo-sensei has been deep in thought about something for a while now, but—)",XMESS_0049,網代慎平
XMESS_0050,"Straw, are you still nearby?",XMESS_0050,南方ひづる（過去）
XMESS_0051,(Is she talking to us?),XMESS_0051,網代慎平
XMESS_0052,"Well, either is fine. I'm going to sort through some things now, so if you're there, listen.",XMESS_0052,南方ひづる（過去）
XMESS_0053,I want to get Ryunosuke to town safely and as quickly as possible.,XMESS_0053,南方ひづる（過去）
XMESS_0054,But… what should I do—,XMESS_0054,南方ひづる（過去）
XMESS_0055,"Hey, what should I do?!",XMESS_0055,南方ひづる（過去）
XMESS_0056,"Anything is fine! If it's something that will help my brother, please tell me!",XMESS_0056,南方ひづる（過去）
MSTD_0200-0,"""I don't know.""",MSTD_0200-0,
MSTD_0200-1,"""I'll support you as much as I can.""",MSTD_0200-1,
MSTD_0200-2,"""Please just hurry.""",MSTD_0200-2,
XMESS_0057,That… I don't know… either.,XMESS_0057,網代慎平
XMESS_0058,You don't know… including Ryunosuke's future condition?,XMESS_0058,南方ひづる（過去）
XMESS_0059,I'll support you as much as I can. That's all I can say right now.,XMESS_0059,網代慎平
XMESS_0060,Only… 'as much as you can'?,XMESS_0060,南方ひづる（過去）
XMESS_0061,Right now… please just hurry.,XMESS_0061,網代慎平
XMESS_0062,"If you escape to the town… to the hospital, I don't think they'll chase you anymore.",XMESS_0062,網代慎平
XMESS_0063,Assuming we make it safely to the hospital… will Ryunosuke be saved?,XMESS_0063,南方ひづる（過去）
XMESS_0064,No… I don't know that much—,XMESS_0064,網代慎平
XMESS_0065,"You don't know, huh.",XMESS_0065,南方ひづる（過去）
XMESS_0066,Y-Yeah…,XMESS_0066,網代慎平
XMESS_0067,I see…,XMESS_0067,南方ひづる（過去）
XMESS_0068,Thank you. I feel like I understand a bit better now.,XMESS_0068,南方ひづる（過去）
XMESS_0069,"You… no, you guys seem to have information you can give answers to, and information you can't.",XMESS_0069,南方ひづる（過去）
XMESS_0070,Huh…?,XMESS_0070,網代慎平
XMESS_0071,"There's two of you, right? Most of the voices I hear are male, but occasionally there's a female voice mixed in.",XMESS_0071,南方ひづる（過去）
XMESS_0072,"You're always by our side, but for some reason, we can't see you.",XMESS_0072,南方ひづる（過去）
XMESS_0073,"But you're watching us properly, and delivering information to us through your voices, right?",XMESS_0073,南方ひづる（過去）
XMESS_0074,"Y-Yes, that's right.",XMESS_0074,網代慎平
XMESS_0075,What made me realize that was Haine.,XMESS_0075,南方ひづる（過去）
XMESS_0076,"Both Ryunosuke and I received your warnings, and as a result, we were able to escape.",XMESS_0076,南方ひづる（過去）
XMESS_0077,Even I couldn't have predicted… that Haine would turn out like that.,XMESS_0077,南方ひづる（過去）
XMESS_0078,Nagumo-sensei…,XMESS_0078,網代慎平
XMESS_0079,"And you guys know about me and Ryunosuke… no, not just that.",XMESS_0079,南方ひづる（過去）
XMESS_0080,"It seems you weren't completely unaware of the hunter named Nezu, either.",XMESS_0080,南方ひづる（過去）
XMESS_0081,"But you're not gods. There are things you know and can tell us, and things you can't.",XMESS_0081,南方ひづる（過去）
XMESS_0082,Are you guys… time travelers?,XMESS_0082,南方ひづる（過去）
XMESS_0083,!?,XMESS_0083,網代慎平
XMESS_0084,"If I think about it like that, the intention and timing of your warning that we would be ""killed"" makes perfect sense.",XMESS_0084,南方ひづる（過去）
XMESS_0085,"…First, there's a future where Ryunosuke is killed. You came from there. Isn't that right?",XMESS_0085,南方ひづる（過去）
XMESS_0086,…,XMESS_0086,網代慎平
XMESS_0087,"And you guys interfered with the past using ""only your voices"" to avoid that future—",XMESS_0087,南方ひづる（過去）
XMESS_0088,"And sure enough, we survived that situation.",XMESS_0088,南方ひづる（過去）
XMESS_0089,"But from here on out, these are events that couldn't have existed in the past.",XMESS_0089,南方ひづる（過去）
XMESS_0090,"You probably can't predict what will happen from here, and you're starting to feel the limits of supporting us with just your voices, right?",XMESS_0090,南方ひづる（過去）
XMESS_0091,…That's exactly right.,XMESS_0091,網代慎平
XMESS_0092,"Wow… even back then, she was exactly like the current Hizuru-san.",XMESS_0092,ウシオ
XMESS_0093,"Yeah, her <color=#GF_TIPS_105>deductive reasoning</color> is as sharp as ever.",XMESS_0093,網代慎平
XMESS_0094,I'm grateful that my brother didn't die back there. Thank you…,XMESS_0094,南方ひづる（過去）
XMESS_0095,Nagumo-sensei…,XMESS_0095,網代慎平
XMESS_0096,But no one knows what kind of impact interfering with the past will have on the future. While there might be good things—,XMESS_0096,南方ひづる（過去）
XMESS_0097,Huh…?,XMESS_0097,網代慎平
XMESS_0098,"Hey, I'm done stopping the bleeding.",XMESS_0098,根津銀次郎（１４年前）
XMESS_0099,*Pant… pant…*,XMESS_0099,南方竜之介
XMESS_0100,Thank you. But Ryunosuke's condition is…,XMESS_0100,南方ひづる（過去）
XMESS_0101,Ryunosuke-san?!,XMESS_0101,ウシオ
XMESS_0102,(He's severely weakened! From here to the hospital… will we make it in time?!),XMESS_0102,網代慎平
XMESS_0103,Ryunosuke…,XMESS_0103,南方ひづる（過去）
XMESS_0104,Onee-chan… I…,XMESS_0104,南方竜之介
XMESS_0105,You don't have to force yourself to talk.,XMESS_0105,南方ひづる（過去）
XMESS_0106,"There's something… I want to apologize to you for, Onee-chan.",XMESS_0106,南方竜之介
XMESS_0107,What is it… at a time like this.,XMESS_0107,南方ひづる（過去）
XMESS_0108,It's because… it's a time like this.,XMESS_0108,南方竜之介
XMESS_0109,When I heard you made a friend… I made fun of you… I'm sorry.,XMESS_0109,南方竜之介
XMESS_0110,…,XMESS_0110,南方ひづる（過去）
XMESS_0111,Also… I looked at your novel notebook… without permission… I'm sorry.,XMESS_0111,南方竜之介
XMESS_0112,You… why are you bringing that up now…,XMESS_0112,南方ひづる（過去）
XMESS_0113,And… last week… I borrowed your dictionary without asking… I'm sorry.,XMESS_0113,南方竜之介
XMESS_0114,Also…,XMESS_0114,南方竜之介
XMESS_0115,"That's enough. That's enough, so…",XMESS_0115,南方ひづる（過去）
XMESS_0116,"If you've got that much energy, we're hurrying on.",XMESS_0116,南方ひづる（過去）
XMESS_0117,Wait a second… I still haven't said… the most important thing.,XMESS_0117,南方竜之介
XMESS_0118,The most important thing?,XMESS_0118,南方ひづる（過去）
XMESS_0119,Onee-chan… Happy birthday…,XMESS_0119,南方竜之介
XMESS_0120,Ah…,XMESS_0120,南方ひづる（過去）
XMESS_0121,That's right. Thank you. But if that's the case…,XMESS_0121,南方ひづる（過去）
XMESS_0122,"Happy birthday, Ryunosuke.",XMESS_0122,南方ひづる（過去）
XMESS_0123,Yeah… thank you.,XMESS_0123,南方竜之介
XMESS_0124,Now we're even.,XMESS_0124,南方ひづる（過去）
XMESS_0125,"Hehe, I guess… we are…",XMESS_0125,南方竜之介
XMESS_0126,…,XMESS_0126,南方竜之介
XMESS_0127,Ryu… Ryunosuke…?,XMESS_0127,南方ひづる（過去）
XMESS_0128,Ryunosuke!!!,XMESS_0128,南方ひづる（過去）
XMESS_0129,He's just lost consciousness. But if he stays like this…,XMESS_0129,根津銀次郎（１４年前）
XMESS_0130,No… I absolutely don't want that.,XMESS_0130,南方ひづる（過去）
XMESS_0131,Then we just have to do what we can. I'll carry the boy. We're hurrying to the hospital.,XMESS_0131,根津銀次郎（１４年前）
XMESS_0132,Yes…!,XMESS_0132,南方ひづる（過去）
XMESS_0133,I won't let… our birthday become my brother's death anniversary.,XMESS_0133,南方ひづる（過去）
XMESS_0134,Nagumo-sensei…,XMESS_0134,網代慎平
XMESS_0135,"Nagumo-sensei hasn't given up yet. And of course, neither have I!",XMESS_0135,網代慎平
XMESS_0136,"Yeah, me neither!",XMESS_0136,ウシオ
XMESS_0137,"Ushio, let's go ahead and check if the route to the hospital is safe!",XMESS_0137,網代慎平
XMESS_0138,Yeah!,XMESS_0138,ウシオ
