source,target,id,developer_comments
XCOMMENTVIEW_0013,July 23rd,XCOMMENTVIEW_0013,
XCHAPTITLE_0025,1. It's Up to Me,XCHAPTITLE_0025,
XMESS_0000,Not right here... Can we talk about the details later?,XMESS_0000,網代慎平
XMESS_0001,…You're looking pretty serious.,XMESS_0001,凸村哲
XMESS_0002,It's just... that kind of matter.,XMESS_0002,網代慎平
XMESS_0003,…,XMESS_0003,凸村哲
XMESS_0004,"Honestly, my hands are full with the Kobayakawa family's case, but...",XMESS_0004,凸村哲
XMESS_0005,"When you make a face like that, I can't just turn you down. Alright, leave it to me!",XMESS_0005,凸村哲
XMESS_0006,I-Is that really okay!?,XMESS_0006,網代慎平
XMESS_0007,Yeah. I'll show you how reliable I can be.,XMESS_0007,凸村哲
XMESS_0008,"I've lived twice as long as you, Shinpei-kun. I'm a man among men who knows the bitter and the sweet!",XMESS_0008,凸村哲
XMESS_0009,Y-Yeah...,XMESS_0009,網代慎平
XMESS_0010,"Hey, Shinpei-kun. You're putting on airs, but――",XMESS_0010,凸村哲
XMESS_0011,Could it be that the thing you want to consult me about is some kind of puberty trouble?,XMESS_0011,凸村哲
XMESS_0012,N-No. It's nothing like that――,XMESS_0012,網代慎平
XMESS_0013,"Now, now, whatever you need to consult about is no problem. Leave it to me and you've got nothing to worry about.",XMESS_0013,凸村哲
XMESS_0014,"If you leave it to me, any problem will be solved in a flash!",XMESS_0014,凸村哲
XMESS_0015,(This is a problem...),XMESS_0015,網代慎平
XMESS_0016,…,XMESS_0016,小舟澪
XMESS_0017,"(I tried relying on him for now, but...)",XMESS_0017,網代慎平
XMESS_0018,(I wonder if it'll be okay...),XMESS_0018,網代慎平
