source,target,id,developer_comments
XCHAPTITLE_0002,5. Searching for a Hiding Place,XCHAPTITLE_0002,
XMESS_0000,(We should be okay if we've made it this far...),XMESS_0000,網代慎平
XMESS_0001,Hey Shin-chan! Was what you said earlier really true!?,XMESS_0001,小舟澪（ミオ）
XMESS_0002,Did Dad... really turn into a Shadow?,XMESS_0002,小舟澪（ミオ）
XMESS_0003,"Even though we were just talking to him, and I couldn't think of him as anyone but Dad.",XMESS_0003,小舟澪（ミオ）
XMESS_0004,Shadows can copy a person's appearance.,XMESS_0004,網代慎平
XMESS_0005,That human-shaped black stain is undoubtedly the mark left behind when a Shadow copies a person and erases them.,XMESS_0005,網代慎平
XMESS_0006,And... the only person in that house who could have been copied is Alain.,XMESS_0006,網代慎平
XMESS_0007,...No way.,XMESS_0007,小舟澪（ミオ）
XMESS_0008,(Alain…),XMESS_0008,網代慎平
XMESS_0009,…,XMESS_0009,網代慎平
XMESS_0010,"…Mio, can you move?",XMESS_0010,網代慎平
XMESS_0011,…,XMESS_0011,小舟澪（ミオ）
XMESS_0012,"Anyway, let's head to the port. The ferry might already be there.",XMESS_0012,網代慎平
XMESS_0013,Yeah…,XMESS_0013,小舟澪（ミオ）
XMESS_0014,Tokiko and Sou-kun might have come to the port too.,XMESS_0014,小舟澪（ミオ）
XMESS_0015,"No, they definitely must be here!",XMESS_0015,小舟澪（ミオ）
XMESS_0016,"Yeah, let's go!",XMESS_0016,網代慎平
XMESS_0017,The ferry… isn't here.,XMESS_0017,網代慎平
XMESS_0018,"Not just the ferry, there isn't a single person here either...",XMESS_0018,小舟澪（ミオ）
XMESS_0019,Tokiko... Sou-kun...,XMESS_0019,小舟澪（ミオ）
XMESS_0020,…,XMESS_0020,網代慎平
XMESS_0021,(I really doubt all the survivors could have fit on the ferry that left before this.),XMESS_0021,網代慎平
XMESS_0022,(And yet...),XMESS_0022,網代慎平
XMESS_0023,"Oh, right! They might be hiding somewhere until the ferry comes!",XMESS_0023,小舟澪（ミオ）
XMESS_0024,We'd stand out if we stayed here.,XMESS_0024,小舟澪（ミオ）
XMESS_0025,…,XMESS_0025,網代慎平
XMESS_0026,(It's no good... Bad thoughts keep crossing my mind no matter what.),XMESS_0026,網代慎平
