source,target,id,developer_comments
XCHAPTITLE_0002,11. Fans Rushing In,XCHAPTITLE_0002,
XCOMMENTVIEW_0015,July 24,XCOMMENTVIEW_0015,
XCOMMENTVIEW_0016,Shinpei Ajiro,XCOMMENTVIEW_0016,
XMESS_0000,"Mio, two A Lunches. Take them out.",XMESS_0000,小舟アラン
XMESS_0001,"Got it! Next, four C Lunches please!",XMESS_0001,小舟澪
XMESS_0002,O-Oh.,XMESS_0002,小舟アラン
XMESS_0003,Thank you very much!,XMESS_0003,網代慎平
XMESS_0004,(It's a full-blown rush today with no holding back...),XMESS_0004,網代慎平
XMESS_0005,*Yawn*...,XMESS_0005,網代慎平
XMESS_0006,"Hey, Shin-chan. Don't yawn so widely inside the cafe.",XMESS_0006,小舟澪
XMESS_0007,What if the customers see you?,XMESS_0007,小舟澪
XMESS_0008,Ugh... sorry.,XMESS_0008,網代慎平
XMESS_0009,Did you not sleep much? I told you to go to bed early.,XMESS_0009,小舟澪
XMESS_0010,"I really wanted to, but we don't know when Mio's shadow might show up...",XMESS_0010,網代慎平
XMESS_0011,Could it be... you stayed up because of that?,XMESS_0011,小舟澪
XMESS_0012,Pretty much.,XMESS_0012,網代慎平
XMESS_0013,"...You'll ruin your health. Don't push yourself too hard, okay?",XMESS_0013,小舟澪
XMESS_0014,I'll make sure to be careful too.,XMESS_0014,小舟澪
XMESS_0015,"Four C Lunches, ready! Take them out.",XMESS_0015,小舟アラン
XMESS_0016,Coming!,XMESS_0016,網代慎平
XMESS_0017,Aren't there a lot of tourists today?,XMESS_0017,小舟澪
XMESS_0018,Yeah... this might be the first time it's ever been this crowded.,XMESS_0018,小舟アラン
XMESS_0019,"Tourists usually come around the time of the summer festival, but it feels like there's an exceptionally large number this year.",XMESS_0019,小舟アラン
XMESS_0020,Man~~ it's so hot~~.,XMESS_0020,凸村哲
XMESS_0021,"--Wait, what the heck!? It's super crowded!",XMESS_0021,凸村哲
XMESS_0022,"Tetsu-san, welcome. The counter is open.",XMESS_0022,小舟澪
XMESS_0023,"Thanks, Mio-chan. I'll have the usual...",XMESS_0023,凸村哲
XMESS_0024,"Daaad~ One B Lunch, add fried shrimp, and a medium serving of rice.",XMESS_0024,小舟澪
