source,target,id,developer_comments
XCHAPTITLE_0002,2. A Long-Overdue Meal,XCHAPTITLE_0002,
XMESS_0000,"Ah~, it smells so good! Shin-chan's curry, it's been a while.",XMESS_0000,小舟澪
XMESS_0001,"Sorry Mio, can you carry this salad over too?",XMESS_0001,網代慎平（収録）
XMESS_0002,"Sure thing. Wow, the salad looks delicious too.",XMESS_0002,小舟澪
XMESS_0003,"Tonight's dinner is super fancy. Right, big sister?",XMESS_0003,小舟澪
XMESS_0004,Yeah…,XMESS_0004,小舟潮
XMESS_0005,"It's to celebrate our reunion after two years, and also as thanks for letting me stay here tonight.",XMESS_0005,網代慎平（収録）
XMESS_0006,"Of course, you can expect the taste to be great too.",XMESS_0006,網代慎平（収録）
XMESS_0007,U-Ugh...,XMESS_0007,小舟潮
XMESS_0008,So it was true that Shin-chan's dad and mom aren't home today.,XMESS_0008,小舟澪
XMESS_0009,Why would I lie about that? Those two went to Osaka for a university symposium.,XMESS_0009,網代慎平（収録）
XMESS_0010,I thought it was an excuse to spend as much time as possible with my sister.,XMESS_0010,小舟澪
XMESS_0011,What?!,XMESS_0011,小舟潮
XMESS_0012,"Idiot, it's nothing like that.",XMESS_0012,網代慎平（収録）
XMESS_0013,…,XMESS_0013,小舟潮
XMESS_0014,"Mio, don't say weird things.",XMESS_0014,小舟潮
XMESS_0015,"Besides, even if there were circumstances, Dad didn't have to let Shinpei stay at our place.",XMESS_0015,小舟潮
XMESS_0016,"Really, doing unnecessary things.",XMESS_0016,小舟潮
XMESS_0017,Are you saying things you don't mean again?,XMESS_0017,小舟澪
XMESS_0018,No! It's my true feelings from the bottom of my heart!,XMESS_0018,小舟潮
XMESS_0019,And Shinpei is Shinpei too! Don't you ever think about holding back a little?!,XMESS_0019,小舟潮
XMESS_0020,Well... but since Alain went out of his way to invite me.,XMESS_0020,網代慎平（収録）
XMESS_0021,"Big sister, are you still sulking? You've been like that since the afternoon.",XMESS_0021,小舟澪
XMESS_0022,I'm not sulking or anything――,XMESS_0022,小舟潮
XMESS_0023,…,XMESS_0023,小舟潮
XMESS_0024,"Ahahahaha, well let's eat soon. At this rate, big sister is going to collapse.",XMESS_0024,小舟澪
XMESS_0025,I-I'm not hungry enough to collapse!,XMESS_0025,小舟潮
XMESS_0026,You're just pushing yourself...,XMESS_0026,網代慎平（収録）
XMESS_0027,"Shinpei, did you say something?",XMESS_0027,小舟潮
XMESS_0028,"No, not really?",XMESS_0028,網代慎平（収録）
XMESS_0029,"Honestly, big sister, when are you ever going to be honest?",XMESS_0029,小舟澪
XMESS_0030,"Mi-o? If you say anything more, I won't let you have any curry!",XMESS_0030,小舟潮
XMESS_0031,"Why are you acting so bossy, big sister? Shin-chan is the one who made it.",XMESS_0031,小舟澪
XMESS_0032,"Here Ushio, I made yours a large portion. Just sit down quietly.",XMESS_0032,網代慎平（収録）
XMESS_0033,I don't need a large portion. And I'm not even going to eat it anyway!,XMESS_0033,小舟潮
XMESS_0034,(Good grief...),XMESS_0034,網代慎平（収録）
XMESS_0035,"Mio, yours is a normal portion.",XMESS_0035,網代慎平（収録）
