source,target,id,developer_comments
XCHAPTITLE_0002,9. Island Stroll,XCHAPTITLE_0002,
XMESS_0000,"Koyuba-san, sorry to keep you waiting.",XMESS_0000,網代慎平
XMESS_0001,"I'm sorry, getting ready took a little longer than expected.",XMESS_0001,小舟澪
XMESS_0002,"No, don't worry about it. It's my fault for showing up so suddenly.",XMESS_0002,小弓場かおり
XMESS_0003,"Yeah, I was really surprised by how sudden it was.",XMESS_0003,網代慎平
XMESS_0004,I-I'm sorry. There was actually something I wanted to ask before we go...,XMESS_0004,小弓場かおり
XMESS_0005,Something you wanted to ask?,XMESS_0005,小舟澪
XMESS_0006,"I originally thought I should wait until things settled down, but I have to go back to Tokyo right after the festival...",XMESS_0006,小弓場かおり
XMESS_0007,"I'm really sorry for being so selfish, but...",XMESS_0007,小弓場かおり
XMESS_0008,"I wanted to say hello to Alain-san, and also... to Ushio.",XMESS_0008,小弓場かおり
XMESS_0009,"Ah, yeah, thanks. Alain's already at the cafe, so let's go see him.",XMESS_0009,網代慎平
XMESS_0010,Yeah...,XMESS_0010,小弓場かおり
XMESS_0011,"Good morning, Alain.",XMESS_0011,網代慎平
XMESS_0012,Good morning. You're heading out somewhere with Mio?,XMESS_0012,小舟アラン
XMESS_0013,"Ah, yeah, but...",XMESS_0013,網代慎平
XMESS_0014,"Um, good morning.",XMESS_0014,小弓場かおり
XMESS_0015,"Ah, good morning. A friend of Shinpei or Mio's?",XMESS_0015,小舟アラン
XMESS_0016,"Ah, this is Koyuba-san. She went to the same elementary school as me and Ushio. She's back on the island for the first time in seven years.",XMESS_0016,網代慎平
XMESS_0017,I'm sorry for disturbing you while you're busy getting ready. My name is Kaori Koyuba.,XMESS_0017,小弓場かおり
XMESS_0018,"Ah, the Koyuba family's! Well, well, thank you for the polite greeting.",XMESS_0018,小舟アラン
XMESS_0019,"I'm her father, Alain. I'm the owner of this Cafe Kofune.",XMESS_0019,小舟アラン
XMESS_0020,"Yes, I remember! When I lived on this island, my parents and I used to come eat here!",XMESS_0020,小弓場かおり
XMESS_0021,"Haha, that's right. I remember that well too.",XMESS_0021,小舟アラン
XMESS_0022,Really?! I'm so happy...,XMESS_0022,小弓場かおり
XMESS_0023,"Mio, are the three of you heading out now?",XMESS_0023,小舟アラン
XMESS_0024,"Yeah, but before that, Kaori-chan wanted to see Sis...",XMESS_0024,小舟澪
XMESS_0025,Um... I wanted to offer some incense to Ushio-san. Is that alright?,XMESS_0025,小弓場かおり
XMESS_0026,"Ah, of course. Ushio will be happy too.",XMESS_0026,小舟アラン
XMESS_0027,"Mio, can you show her the way?",XMESS_0027,小舟アラン
XMESS_0028,Yeah.,XMESS_0028,小舟澪
XMESS_0029,Thank you. Excuse me.,XMESS_0029,小弓場かおり
XMESS_0030,That Koyuba girl... She's grown into quite the beauty.,XMESS_0030,小舟アラン
XMESS_0031,Apparently she's working as an idol in Tokyo.,XMESS_0031,網代慎平
XMESS_0032,"Oh, is that so?! That's amazing.",XMESS_0032,小舟アラン
XMESS_0033,She asked me to be her guide to show her around the island's famous spots. I'll be heading out with Mio after this.,XMESS_0033,網代慎平
XMESS_0034,"Ah, have fun. You don't need to worry about the cafe.",XMESS_0034,小舟アラン
XMESS_0035,"Thanks. Ah, but before we go, we might want to talk to you, Alain.",XMESS_0035,網代慎平
XMESS_0036,Talk? About what?,XMESS_0036,小舟アラン
XMESS_0037,Koyuba-san is doing a presentation on Hitogashima at a talk show during the festival.,XMESS_0037,網代慎平
XMESS_0038,"Because of that, we're going to tour the island's famous spots. She'll be asking the locals for stories wherever we go.",XMESS_0038,網代慎平
XMESS_0039,"S-So, you're starting by hearing a story from me?!",XMESS_0039,小舟アラン
XMESS_0040,Oh boy... What should I even talk about?!,XMESS_0040,小舟アラン
XMESS_0041,"She said she wants to hear raw opinions, so just answering casually should be fine.",XMESS_0041,網代慎平
XMESS_0042,(I'm sure Koyuba-san really wanted to offer incense to Ushio...),XMESS_0042,網代慎平
XMESS_0043,(She's really a good kid... That's exactly why I have to at least prevent her from meeting a tragic fate.),XMESS_0043,網代慎平
XMESS_0044,"(After hearing Alain's stories, we visited a few famous spots based on Koyuba-san's requests...)",XMESS_0044,網代慎平
XMESS_0045,"Wow, there's a spot where you can have such a beautiful view all to yourself? That's amazing!",XMESS_0045,小弓場かおり
XMESS_0046,...,XMESS_0046,網代慎平
XMESS_0047,Right? Keep it a secret from everyone else!,XMESS_0047,地元の女性
XMESS_0048,Thank you! I guess there really are quite a few hidden spots that only the locals know about.,XMESS_0048,小弓場かおり
XMESS_0049,Jotting this down...,XMESS_0049,小弓場かおり
XMESS_0050,...,XMESS_0050,小舟澪
XMESS_0051,That's exactly the kind of story I wanted to hear. I'm glad I reached out to you.,XMESS_0051,小弓場かおり
XMESS_0052,Hehehe... Feel free to talk to me anytime.,XMESS_0052,地元の女性
XMESS_0053,Yes! Thank you very much!,XMESS_0053,小弓場かおり
XMESS_0054,Somehow...,XMESS_0054,小舟澪
XMESS_0055,"...Ah, excuse me! Do you mind if I ask you a few questions?",XMESS_0055,小弓場かおり
XMESS_0056,She's a bit different from the Kaori-chan I used to know...,XMESS_0056,小舟澪
