source,target,id,developer_comments
XCHAPTITLE_0002,14. Always Together…,XCHAPTITLE_0002,
XCOMMENTVIEW_0013,Tokiko Hishigata,XCOMMENTVIEW_0013,
XMESS_0000,"Hey, Mio…",XMESS_0000,菱形朱鷺子
XMESS_0001,What's wrong?,XMESS_0001,小舟澪
XMESS_0002,"Is it... okay for me to be with you, Mio?",XMESS_0002,菱形朱鷺子
XMESS_0003,You don't even need to ask. Of course it is.,XMESS_0003,小舟澪
XMESS_0004,Really…?,XMESS_0004,菱形朱鷺子
XMESS_0005,"Really. Hehe, don't make such a troubled face.",XMESS_0005,小舟澪
XMESS_0006,"Hey, do you have something on your mind? If I'll do, I can listen.",XMESS_0006,小舟澪
XMESS_0007,"I'm always the one relying on you, after all. I'll show you I can be dependable for once.",XMESS_0007,小舟澪
XMESS_0008,"Come on, tell me anything.",XMESS_0008,小舟澪
XMESS_0009,…,XMESS_0009,菱形朱鷺子
XMESS_0010,"Hey, Mio... Do you remember when I got a medal before? You know, from the swimming club.",XMESS_0010,菱形朱鷺子
XMESS_0011,"Ah, the medal from back then. Of course I remember it.",XMESS_0011,小舟澪
XMESS_0012,"I was really happy, and you were super happy for me too, Tokiko.",XMESS_0012,小舟澪
XMESS_0013,"Yeah, I was happy too.",XMESS_0013,菱形朱鷺子
XMESS_0014,"Your swimming wasn't just fast, Mio, it was really beautiful.",XMESS_0014,菱形朱鷺子
XMESS_0015,I wanted to keep watching it forever.,XMESS_0015,菱形朱鷺子
XMESS_0016,Ahahaha... I'm getting kind of embarrassed.,XMESS_0016,小舟澪
XMESS_0017,"You know... I remember so much about you, Mio.",XMESS_0017,菱形朱鷺子
XMESS_0018,"We talked about all sorts of things together, right? Even secret things that only we know.",XMESS_0018,菱形朱鷺子
XMESS_0019,"Even secrets you couldn't tell anyone else, you told them to me, Mio...",XMESS_0019,菱形朱鷺子
XMESS_0020,"Well, it's you, Tokiko. I can talk about anything with you.",XMESS_0020,小舟澪
XMESS_0021,…,XMESS_0021,菱形朱鷺子
XMESS_0022,"Hey, Mio. If I was hiding something... what would you think?",XMESS_0022,菱形朱鷺子
XMESS_0023,Would you come to hate me?,XMESS_0023,菱形朱鷺子
XMESS_0024,What are you saying? There's no way I'd hate you.,XMESS_0024,小舟澪
XMESS_0025,"It's you, Tokiko. I'm sure you're keeping it a secret because you're thinking of me, right?",XMESS_0025,小舟澪
XMESS_0026,Mio…,XMESS_0026,菱形朱鷺子
XMESS_0027,"I know that much without being told. We're best friends, after all.",XMESS_0027,小舟澪
XMESS_0028,…,XMESS_0028,菱形朱鷺子
XMESS_0029,"Yeah. You've always been on my side like that, Mio.",XMESS_0029,菱形朱鷺子
XMESS_0030,"That's why I... really love you, Mio.",XMESS_0030,菱形朱鷺子
XMESS_0031,"I like you too, Tokiko.",XMESS_0031,小舟澪
XMESS_0032,You won't say you love me?,XMESS_0032,菱形朱鷺子
XMESS_0033,"Jeez, you're getting hung up on that? Of course I love you.",XMESS_0033,小舟澪
XMESS_0034,"Hehe... Thank you, Mio.",XMESS_0034,菱形朱鷺子
XMESS_0035,Ahaha. You're welcome.,XMESS_0035,小舟澪
XMESS_0036,"As expected, Mio is Mio...",XMESS_0036,菱形朱鷺子
XMESS_0037,"Mio, is it okay if I move a bit closer?",XMESS_0037,菱形朱鷺子
XMESS_0038,Sure. Come even closer.,XMESS_0038,小舟澪
XMESS_0039,…,XMESS_0039,菱形朱鷺子
XMESS_0040,"Tokiko, today you seem... a bit different from usual, don't you?",XMESS_0040,小舟澪
XMESS_0041,Really? I don't think so.,XMESS_0041,菱形朱鷺子
XMESS_0042,But…,XMESS_0042,菱形朱鷺子
XMESS_0043,Somehow... I'm getting tired of thinking about this and that.,XMESS_0043,菱形朱鷺子
XMESS_0044,"Mio, stay with me forever, okay?",XMESS_0044,菱形朱鷺子
XMESS_0045,Yeah. We'll be together forever.,XMESS_0045,小舟澪
XMESS_0046,Yeah...,XMESS_0046,菱形朱鷺子
XMESS_0047,"Forever, and ever—",XMESS_0047,菱形朱鷺子
XMESS_0048,KEY TIPS [<color=#GF_KEY_ROOTCLEAR_TOK>route: Tokiko Hishigata</color>] has been acquired.,XMESS_0048,（ト書き）
