source,target,id,developer_comments
XCHAPTITLE_0002,6. Drawing Close,XCHAPTITLE_0002,
XMESS_0000,…,XMESS_0000,網代慎平（影シンペイ）
XMESS_0001,...It's quiet.,XMESS_0001,網代慎平（影シンペイ）
XMESS_0002,Still no message from Tokiko?,XMESS_0002,小舟澪
XMESS_0003,"Yeah, no messages have come in at all.",XMESS_0003,網代慎平（影シンペイ）
XMESS_0004,Is that so.,XMESS_0004,小舟澪
XMESS_0005,Just a little more patience until the ferry's time. You should just rest and take it easy until then.,XMESS_0005,網代慎平（影シンペイ）
XMESS_0006,Yeah…,XMESS_0006,小舟澪
XMESS_0007,…,XMESS_0007,網代慎平（影シンペイ）
XMESS_0008,…,XMESS_0008,小舟澪
XMESS_0009,"Hey, Shin-chan.
What do you do for fun in Tokyo?",XMESS_0009,小舟澪
XMESS_0010,Huh?,XMESS_0010,網代慎平（影シンペイ）
XMESS_0011,I guess it's different from the countryside? Like going to stylish cafes on the way home from school.,XMESS_0011,小舟澪
XMESS_0012,You know... what's the point of asking that now?,XMESS_0012,網代慎平（影シンペイ）
XMESS_0013,"Nothing, I was just a little curious.",XMESS_0013,小舟澪
XMESS_0014,"There's still time until the ferry, so it's better to stay quiet and not do anything unnecessary.",XMESS_0014,網代慎平（影シンペイ）
XMESS_0015,"If a Shadow is nearby, we'd end up giving away our location.",XMESS_0015,網代慎平（影シンペイ）
XMESS_0016,Yeah... I know.,XMESS_0016,小舟澪
XMESS_0017,"But... if I just stay quiet, I end up thinking about weird things.",XMESS_0017,小舟澪
XMESS_0018,It feels like my mind is going to be crushed... by things I don't even want to think about...,XMESS_0018,小舟澪
XMESS_0019,…,XMESS_0019,網代慎平（影シンペイ）
XMESS_0020,"Sorry, I said a bit too much. I didn't consider your feelings, Mio... It's only natural you'd be anxious.",XMESS_0020,網代慎平（影シンペイ）
XMESS_0021,"Alright, let's talk until you feel better. As long as we don't make too much noise, it should be fine.",XMESS_0021,網代慎平（影シンペイ）
XMESS_0022,"Yeah.
So, what should we talk about?",XMESS_0022,小舟澪
XMESS_0023,"Let's see... First, about what you asked earlier.",XMESS_0023,網代慎平（影シンペイ）
XMESS_0024,"Mio, you really are interested in Tokyo, aren't you.",XMESS_0024,網代慎平（影シンペイ）
XMESS_0025,Huh?,XMESS_0025,小舟澪
XMESS_0026,"Sorry, but I might not be able to tell you the kind of stories you're expecting. I have nothing to do with things like stylish cafes.",XMESS_0026,網代慎平（影シンペイ）
XMESS_0027,What I wanted to ask about wasn't that sort of thing...,XMESS_0027,小舟澪
XMESS_0028,"Then, what is it?",XMESS_0028,網代慎平（影シンペイ）
XMESS_0029,Um…,XMESS_0029,小舟澪
XMESS_0030,"There's something I've wanted to ask you for a long time, Shin-chan.",XMESS_0030,小舟澪
XMESS_0031,"Yeah, let's hear it.",XMESS_0031,網代慎平（影シンペイ）
XMESS_0032,Shin-chan… Did you get a girlfriend in Tokyo?,XMESS_0032,小舟澪
XMESS_0033,Wh... what are you saying all of a sudden!?,XMESS_0033,網代慎平（影シンペイ）
XMESS_0034,You don't have to be so surprised...,XMESS_0034,小舟澪
XMESS_0035,"Ah, yeah, sorry... You just asked something crazy out of nowhere.",XMESS_0035,網代慎平（影シンペイ）
XMESS_0036,"So, how about it? Do you have a pretty girlfriend in Tokyo?",XMESS_0036,小舟澪
XMESS_0037,Do I look like I have one? There's no way I could get a girlfriend.,XMESS_0037,網代慎平（影シンペイ）
XMESS_0038,"That's not true. If you put your mind to it, Shin-chan, you'd definitely be popular.",XMESS_0038,小舟澪
XMESS_0039,You're overestimating me...,XMESS_0039,網代慎平（影シンペイ）
XMESS_0040,…,XMESS_0040,小舟澪
XMESS_0041,"But if that's the case, Shin-chan, you can come back here after you graduate.",XMESS_0041,小舟澪
XMESS_0042,"Since there's no one in Tokyo you'd leave behind and make cry, right?",XMESS_0042,小舟澪
XMESS_0043,Hey... What are you talking about?,XMESS_0043,網代慎平（影シンペイ）
XMESS_0044,"I'm saying it would be great if you came back here and took over Kofune, Shin-chan.",XMESS_0044,小舟澪
XMESS_0045,Eh...,XMESS_0045,網代慎平（影シンペイ）
XMESS_0046,"If you did, I'd help out all the time too.",XMESS_0046,小舟澪
XMESS_0047,"Of course, if you can get a job at a good restaurant in Tokyo, Shin-chan, you can prioritize that.",XMESS_0047,小舟澪
XMESS_0048,But... I'd be happy if you came back someday.,XMESS_0048,小舟澪
XMESS_0049,I see…,XMESS_0049,網代慎平（影シンペイ）
XMESS_0050,…,XMESS_0050,小舟澪
XMESS_0051,…,XMESS_0051,網代慎平（影シンペイ）
XMESS_0052,"Sh-Shin-chan, it's been a while since you've been in the gym, right? How is it?",XMESS_0052,小舟澪
XMESS_0053,Even if you ask me how it is... I just think it hasn't changed much.,XMESS_0053,網代慎平（影シンペイ）
XMESS_0054,Ah... Being at school reminded me.,XMESS_0054,網代慎平（影シンペイ）
XMESS_0055,"Mio, do you remember? A girl named Koyuba-san who was in the same class as me and Ushio.",XMESS_0055,網代慎平（影シンペイ）
XMESS_0056,I think she transferred to Tokyo when I was in 5th grade.,XMESS_0056,網代慎平（影シンペイ）
XMESS_0057,"Hmm... I kind of remember. Um... she was a quiet girl, right?",XMESS_0057,小舟澪
XMESS_0058,"Yeah, that's her. Her full name is Koyuba Kaori, but--",XMESS_0058,網代慎平（影シンペイ）
XMESS_0059,Koyuba Kaori!? You don't mean... Kaori-chan!?,XMESS_0059,小舟澪
XMESS_0060,"Shhh, your voice is too loud.",XMESS_0060,網代慎平（影シンペイ）
XMESS_0061,"Sorry! B-But, really? That idol, Kaori-chan?",XMESS_0061,小舟澪
XMESS_0062,"Seems like it. Surprising, right?",XMESS_0062,網代慎平（影シンペイ）
