source,target,id,developer_comments
XCHAPTITLE_0002,4. Hero of Justice…?,XCHAPTITLE_0002,
XMESS_0000,"(After parting ways with Mio Kofune and Tokiko Hishigata, where Hoine led me to was--)",XMESS_0000,南方ひづる
XMESS_0001,We're heeeere! This is the Hero of Justice's secret base!,XMESS_0001,南方波稲
XMESS_0002,"I wondered what it would be, but it's just the police box. An extremely open public servant facility with nothing secret about it...",XMESS_0002,南方ひづる
XMESS_0003,Totsumura-saaan! Let's plaaay!,XMESS_0003,南方波稲
XMESS_0004,Hmmm... Who might you be?,XMESS_0004,凸村哲
XMESS_0005,"Good work today, sir! I am Hoine Minakata!",XMESS_0005,南方波稲
XMESS_0006,"Oh, if it isn't Hoine-chan! Welcome!",XMESS_0006,凸村哲
XMESS_0007,"I have a report! The island is peaceful again today, sir!",XMESS_0007,南方波稲
XMESS_0008,"Oho, that's good to hear. Good work on your patrol.",XMESS_0008,凸村哲
XMESS_0009,Hehe!,XMESS_0009,南方波稲
XMESS_0010,"Hey, Hoine.
Is this guy the ""Hero of Justice""?",XMESS_0010,南方ひづる
XMESS_0011,Yeah! He's the Hero of Justice who protects the island's safety!,XMESS_0011,南方波稲
XMESS_0012,Hm? Hmmm!?,XMESS_0012,凸村哲
XMESS_0013,"(...His gaze is blatantly directed at my chest. He's not even trying to hide it, what a scumbag.)",XMESS_0013,南方ひづる
XMESS_0014,"U-Um, Hoine-chan? W-Who is this person...?",XMESS_0014,凸村哲
XMESS_0015,"Hizuru-chan!
She's Papa's older sister!",XMESS_0015,南方波稲
XMESS_0016,I'm guiding Hizuru-chan around the island right now!,XMESS_0016,南方波稲
XMESS_0017,"Ah, Ryunosuke-kun's...",XMESS_0017,凸村哲
XMESS_0018,"Ryunosuke Minakata's older sister, Hizuru Minakata.",XMESS_0018,南方ひづる
XMESS_0019,…H-cup.,XMESS_0019,凸村哲
XMESS_0020,Huh?,XMESS_0020,南方ひづる
XMESS_0021,Ah…,XMESS_0021,凸村哲
XMESS_0022,"A-Ah, no no! I didn't say anything at all, y'know!? A-Ahahahaha!",XMESS_0022,凸村哲
XMESS_0023,...What a picture-perfect lowlife of a man.,XMESS_0023,南方ひづる
XMESS_0024,"I might be able to tolerate him in a story, but I've confirmed that he is extremely annoying in the real world.",XMESS_0024,南方ひづる
XMESS_0025,...Wha!?,XMESS_0025,凸村哲
XMESS_0026,"If he were to face a real crisis, he'd be the first to turn tail and run-- That's the kind of man he is.",XMESS_0026,南方ひづる
XMESS_0027,...Wh-Wha!?,XMESS_0027,凸村哲
XMESS_0028,But rest assured. A story cannot be established with brave warriors alone. Foolish humans like you are also necessary.,XMESS_0028,南方ひづる
XMESS_0029,...Wh-Wh-Wha!?,XMESS_0029,凸村哲
XMESS_0030,Th-That's an insult! I'll arrest you!,XMESS_0030,凸村哲
XMESS_0031,"And another thing! I'm a G-cup, not an H-cup!",XMESS_0031,南方ひづる
XMESS_0032,Wh-Wh-Wh-Wh-What did you saaaaay!?,XMESS_0032,凸村哲
XMESS_0033,"Hizuru-chan, what's a ""G-cup""?",XMESS_0033,南方波稲
XMESS_0034,"It is a unit for the size of the chest. You'll understand the details eventually, once you grow up.",XMESS_0034,南方ひづる
XMESS_0035,"Hmm, once I grow up, huh.",XMESS_0035,南方波稲
XMESS_0036,"Hoine, that's enough of the Hero of Justice. Guide me to the next place.",XMESS_0036,南方ひづる
XMESS_0037,"Okaaaay! Bye-bye, Totsumura-san!",XMESS_0037,南方波稲
XMESS_0038,O-Oh...,XMESS_0038,凸村哲
XMESS_0039,"Utterly ridiculous. To call himself a Hero of Justice like that, the world is truly ending.",XMESS_0039,南方ひづる
XMESS_0040,"But Totsumura-san plays with me a lot, you know?",XMESS_0040,南方波稲
XMESS_0041,Playing with children is not the job of a Hero of Justice. It is an extreme dereliction of duty.,XMESS_0041,南方ひづる
XMESS_0042,But... the fact that he has that much free time means the island is just that peaceful.,XMESS_0042,南方ひづる
XMESS_0043,Yeah! It's nice and peaceful today too!,XMESS_0043,南方波稲
XMESS_0044,…Yeah.,XMESS_0044,南方ひづる
XMESS_0045,"(What you can see isn't everything. Through my research up until now, I've come to realize that.)",XMESS_0045,南方ひづる
XMESS_0046,(It's not uncommon for a seemingly idyllic farming village to actually be a microcosm of a strained surveillance society.),XMESS_0046,南方ひづる
XMESS_0047,"(Things have a front and a back, and the existence of people is no exception to that.)",XMESS_0047,南方ひづる
XMESS_0048,"(However... This island truly seems like a safe place, just as it appears.)",XMESS_0048,南方ひづる
XMESS_0049,"(I thought it was just my bias of being from this island that made me feel that way, but...)",XMESS_0049,南方ひづる
XMESS_0050,(The fact that Totsumura can serve as the island's resident officer--),XMESS_0050,南方ひづる
XMESS_0051,(I suppose you could say that fact speaks volumes about just how peaceful this island is.),XMESS_0051,南方ひづる
XMESS_0052,"Hey, Hizuru-chan!",XMESS_0052,南方波稲
XMESS_0053,What?,XMESS_0053,南方ひづる
XMESS_0054,"Don't just space out here, let's hurry to the next place! There are still so many places I want to show you!",XMESS_0054,南方波稲
XMESS_0055,Yeah...,XMESS_0055,南方ひづる
XMESS_0056,"(I wasn't just spacing out, though. I suppose children don't have the time to indulge in contemplation.)",XMESS_0056,南方ひづる
XMESS_0057,"C'mon, this way, this way~!",XMESS_0057,南方波稲
XMESS_0058,"Okay, okay.",XMESS_0058,南方ひづる
