source,target,id,developer_comments
XCHAPTITLE_0036,1. Hiding Embarrassment,XCHAPTITLE_0036,
XCOMMENTVIEW_0049,July 22nd,XCOMMENTVIEW_0049,
XMESS_0000,Ushio…?,XMESS_0000,網代慎平（収録）
XMESS_0001,Shinpeeeeee!!!,XMESS_0001,小舟潮
XMESS_0002,!!,XMESS_0002,網代慎平（収録）
XMESS_0003,"(Clenching her fists... Eh, is she mad?!)",XMESS_0003,網代慎平（収録）
XMESS_0004,"I-I'm sorry… sorry, Ushio…!",XMESS_0004,網代慎平（収録）
XMESS_0005,...!?,XMESS_0005,網代慎平（収録）
XMESS_0006,…,XMESS_0006,小舟潮
XMESS_0007,...Ugh... ugh...,XMESS_0007,小舟潮
XMESS_0008,(Ushio…),XMESS_0008,網代慎平（収録）
XMESS_0009,I'm sorry…,XMESS_0009,網代慎平（収録）
XMESS_0010,For leaving for Tokyo... All on my own...,XMESS_0010,網代慎平（収録）
XMESS_0011,I'm sorry too…,XMESS_0011,小舟潮
XMESS_0012,For not going to see you off...,XMESS_0012,小舟潮
XMESS_0013,W-Why am I crying so much...?,XMESS_0013,小舟潮
XMESS_0014,I... I didn't plan for this to happen!,XMESS_0014,小舟潮
XMESS_0015,"It's because of a dream I had recently...! A dream where I'd never be able to see you again, Shinpei.",XMESS_0015,小舟潮
XMESS_0016,Eh.,XMESS_0016,網代慎平（収録）
XMESS_0017,"It was sad, but also happy. It was a weird dream...",XMESS_0017,小舟潮
XMESS_0018,(...It's the same.),XMESS_0018,網代慎平（収録）
XMESS_0019,(I feel like I had the exact same dream too.),XMESS_0019,網代慎平（収録）
XMESS_0020,"Ushio, that dream is――",XMESS_0020,網代慎平（収録）
XMESS_0021,Why are you two staring at each other?,XMESS_0021,小舟澪
XMESS_0022,...!?,XMESS_0022,小舟潮
XMESS_0023,And you're holding hands and hugging each other. It's like a scene from a drama.,XMESS_0023,小舟澪
XMESS_0024,H-Hugging...? Were we doing that!?,XMESS_0024,網代慎平（収録）
XMESS_0025,"You obviously were. Right, big sister?",XMESS_0025,小舟澪
XMESS_0026,"It might have just looked like that by coincidence, but...",XMESS_0026,小舟潮
XMESS_0027,"N-No, that's not it. I came in too fast and tripped...!",XMESS_0027,小舟潮
XMESS_0028,And I just ended up crashing into Shinpei who was right in front of me!,XMESS_0028,小舟潮
XMESS_0029,...Is that what happened?,XMESS_0029,網代慎平（収録）
XMESS_0030,I was actually planning to punch you once.,XMESS_0030,小舟潮
XMESS_0031,"Plus, I can't believe you suddenly hugged me! I feel like adding two or three more punches!",XMESS_0031,小舟潮
XMESS_0032,"B-But well, you did come back obediently. I'll let you off the hook this time.",XMESS_0032,小舟潮
XMESS_0033,"What are you talking about? You're actually happy to see Shin-chan, aren't you?",XMESS_0033,小舟澪
XMESS_0034,"M-Mio, what are you saying? Don't say weird things.",XMESS_0034,小舟潮
XMESS_0035,"If you weren't happy, why did you hug Shin-chan?",XMESS_0035,小舟澪
XMESS_0036,I told you I just tripped and crashed into him!,XMESS_0036,小舟潮
XMESS_0037,"Besides, Shinpei wrapped his arms around my back, so Mio ended up misunderstanding!",XMESS_0037,小舟潮
XMESS_0038,Eh!? T-That's because you...,XMESS_0038,網代慎平（収録）
XMESS_0039,"Ah~, you're really not honest. You should just admit it already.",XMESS_0039,小舟澪
XMESS_0040,I hugged him without thinking.',XMESS_0040,小舟澪
XMESS_0041,I said that's not it...!,XMESS_0041,小舟潮
XMESS_0042,"Right, big sister?",XMESS_0042,小舟澪
XMESS_0043,U-uh…,XMESS_0043,小舟潮
XMESS_0044,"Ah~, I'm suddenly getting hungry. I'm heading back first!",XMESS_0044,小舟潮
XMESS_0045,"――Hey, wait!",XMESS_0045,網代慎平（収録）
XMESS_0046,"*Sigh*, she's not honest at all...",XMESS_0046,小舟澪
XMESS_0047,"Well, should we head back too?",XMESS_0047,小舟澪
XMESS_0048,Yeah…,XMESS_0048,網代慎平（収録）
XMESS_0049,...Hehe.,XMESS_0049,小舟澪
XMESS_0050,"W-What is it, Mio? Grinning all of a sudden...",XMESS_0050,網代慎平（収録）
XMESS_0051,"Shin-chan, your eyes are a bit red.
You two were crying, right?",XMESS_0051,小舟澪
XMESS_0052,…!,XMESS_0052,網代慎平（収録）
XMESS_0053,"A-Ah, actually, yeah. But why was I crying? I don't really know myself.",XMESS_0053,網代慎平（収録）
XMESS_0054,Isn't it just because you were that happy? So much so that you didn't even realize it yourself.,XMESS_0054,小舟澪
XMESS_0055,…,XMESS_0055,網代慎平（収録）
XMESS_0056,(What Mio just said... It somehow really makes sense.),XMESS_0056,網代慎平（収録）
XMESS_0057,(That's right... I really was happy after all.),XMESS_0057,網代慎平（収録）
XMESS_0058,(I heard her voice on the phone. I knew I'd be able to see her today.),XMESS_0058,網代慎平（収録）
XMESS_0059,(But when I saw Ushio's face... I felt incredibly relieved from the bottom of my heart.),XMESS_0059,網代慎平（収録）
XMESS_0060,(Enough to literally bring tears to my eyes...),XMESS_0060,網代慎平（収録）
XMESS_0061,But… I'm really glad…,XMESS_0061,網代慎平（収録）
XMESS_0062,Huh? What?,XMESS_0062,小舟澪
XMESS_0063,Because――,XMESS_0063,網代慎平（収録）
XMESS_0064,Huh... what was it?,XMESS_0064,網代慎平（収録）
XMESS_0065,"(What is this feeling? I feel like I can almost remember, but I can't.)",XMESS_0065,網代慎平（収録）
XMESS_0066,(But it's true... I really am relieved.),XMESS_0066,網代慎平（収録）
XMESS_0067,…,XMESS_0067,小舟澪
XMESS_0068,"Hey Shin-chan, do you have time to be spacing out?",XMESS_0068,小舟澪
XMESS_0069,My sister's getting away. Shouldn't you hurry up and chase after her?,XMESS_0069,小舟澪
XMESS_0070,"I-I don't need to chase her, we know where she's going...",XMESS_0070,網代慎平（収録）
XMESS_0071,"Jeez, you're not being honest either, Shin-chan. This is no time to be shy.",XMESS_0071,小舟澪
XMESS_0072,I-I'm not being shy!,XMESS_0072,網代慎平（収録）
XMESS_0073,"Either way, if you don't hurry, I'll leave you behind.",XMESS_0073,小舟澪
XMESS_0074,"Ah, hey, wait!",XMESS_0074,網代慎平（収録）
