source,target,id,developer_comments
XCHAPTITLE_0002,7. Power Outage,XCHAPTITLE_0002,
XMESS_0000,"This is bad... it's pitch black, I can't see anything.",XMESS_0000,網代慎平
XMESS_0001,"Sh-Shin-chan, are you nearby?",XMESS_0001,小舟澪（ミオ）
XMESS_0002,Don't worry. I'm right here.,XMESS_0002,網代慎平
XMESS_0003,Why did the lights go out all of a sudden?,XMESS_0003,小舟澪（ミオ）
XMESS_0004,I don't know…,XMESS_0004,網代慎平
XMESS_0005,"(Did someone turn off the lights, or is it... a power outage?)",XMESS_0005,網代慎平
XMESS_0006,"(For now, I need to make sure I don't get separated from Mio.)",XMESS_0006,網代慎平
MSTD_0037-0,Hold Mio's hand,MSTD_0037-0,
MSTD_0037-1,Speak to Mio to calm her down,MSTD_0037-1,
XMESS_0007,"Mio, let's hold hands. It'll be a disaster if we get separated in this situation.",XMESS_0007,網代慎平
XMESS_0008,"Ah, you're right! Then... here.",XMESS_0008,小舟澪（ミオ）
XMESS_0009,"Don't let go, no matter what happens.",XMESS_0009,網代慎平
XMESS_0010,Yeah. I definitely won't let go.,XMESS_0010,小舟澪（ミオ）
XMESS_0011,"Mio, are you okay?",XMESS_0011,網代慎平
XMESS_0012,I'm okay... but. I really don't like it being pitch black...,XMESS_0012,小舟澪（ミオ）
XMESS_0013,"For now, let's stay still until our eyes adjust.",XMESS_0013,網代慎平
XMESS_0014,We should be able to see a little bit eventually.,XMESS_0014,網代慎平
XMESS_0015,"Hehe... you're so calm, Shin-chan. You're really reliable.",XMESS_0015,小舟澪（ミオ）
XMESS_0016,(My eyes are finally getting used to the dark…),XMESS_0016,網代慎平
XMESS_0017,(But what was the cause of that power outage just now?),XMESS_0017,網代慎平
XMESS_0018,"(For even the emergency lights to go out, it must be something major.)",XMESS_0018,網代慎平
XMESS_0019,Heeeey? Is someone there?,XMESS_0019,女性の声（人渕先生）
XMESS_0020,--!?,XMESS_0020,網代慎平
XMESS_0021,That voice… Butchi?,XMESS_0021,小舟澪（ミオ）
XMESS_0022,"Yeah, probably... But don't raise your voice. There's a possibility it's a Shadow.",XMESS_0022,網代慎平
XMESS_0023,"(Hitobuchi-sensei--commonly known as <color=#GF_TIPS_032>Butchi</color>. She's our... no, all the island kids' teacher.)",XMESS_0023,網代慎平
XMESS_0024,(How many years has it been since I last heard her voice?),XMESS_0024,網代慎平
XMESS_0025,"It's off-limits at night! If someone's there, come out right now!",XMESS_0025,人渕先生（ブッチー）
XMESS_0026,"What do we do, Shin-chan?",XMESS_0026,小舟澪（ミオ）
XMESS_0027,"(This place is far from the shrine and the port. There's a good chance Butchi hasn't been turned into a Shadow yet, but...)",XMESS_0027,網代慎平
XMESS_0028,(You can never be too careful.),XMESS_0028,網代慎平
XMESS_0029,"Since we have no proof that that Butchi isn't a Shadow, I want to avoid making contact.",XMESS_0029,網代慎平
XMESS_0030,Let's hide somewhere and let her pass.,XMESS_0030,網代慎平
XMESS_0031,(The lockers at the back of the classroom. If we go in there...),XMESS_0031,網代慎平
XMESS_0032,"Mio, we're hiding in the lockers in the classroom.",XMESS_0032,網代慎平
XMESS_0033,Eh!? In the lockers...?,XMESS_0033,小舟澪（ミオ）
XMESS_0034,Hurry!,XMESS_0034,網代慎平
XMESS_0035,"W-Wait, Shin-chan? Isn't it... super cramped in here?",XMESS_0035,小舟澪（ミオ）
XMESS_0036,I said don't move too much. Just bear with it for a little while.,XMESS_0036,網代慎平
XMESS_0037,Yeah…,XMESS_0037,小舟澪（ミオ）
XMESS_0038,…,XMESS_0038,網代慎平
XMESS_0039,"Ah, the door opened. I have to close it quickly...",XMESS_0039,小舟澪（ミオ）
XMESS_0040,"No, leave it open. She'll notice the sound.",XMESS_0040,網代慎平
XMESS_0041,Just hold your breath and stay still.,XMESS_0041,網代慎平
