source,target,id,developer_comments
XCHAPTITLE_0002,"2. Two Who Can't Convey It, Two Who Can",XCHAPTITLE_0002,
XMESS_0000,"Mio, sorry to keep you waiting.",XMESS_0000,菱形朱鷺子
XMESS_0001,"Ah, Tokiko.",XMESS_0001,小舟澪
XMESS_0002,"Wait, Sou-kun too?",XMESS_0002,小舟澪
XMESS_0003,"Yo, Mio-chan! Nice night, huh!",XMESS_0003,菱形窓
XMESS_0004,Sorry for calling you out so suddenly.,XMESS_0004,菱形朱鷺子
XMESS_0005,"It's fine. You came all the way to my place, after all.",XMESS_0005,小舟澪
XMESS_0006,"But if you had just told me the location, I would have gone there.",XMESS_0006,小舟澪
XMESS_0007,We're the ones who called you out. It's only natural that we come to you.,XMESS_0007,菱形朱鷺子
XMESS_0008,But why is Sou-kun here too?,XMESS_0008,小舟澪
XMESS_0009,My brother eavesdropped on our phone call and followed me.,XMESS_0009,菱形朱鷺子
XMESS_0010,Hah!?,XMESS_0010,菱形窓
XMESS_0011,"Eh, is that so?",XMESS_0011,小舟澪
XMESS_0012,I-I just happened to overhear it! There's no way I'd do something like eavesdrop!,XMESS_0012,菱形窓
XMESS_0013,"Besides, look, it's dangerous to have Mio-chan walking around at night, right? I thought it would be safer if I was here...",XMESS_0013,菱形窓
XMESS_0014,"You don't even worry about me, yet you say that?",XMESS_0014,菱形朱鷺子
XMESS_0015,Th-That's not true! I was definitely worrying about you too...,XMESS_0015,菱形窓
XMESS_0016,"Alright, alright. Older brother, just shut up. You're making things complicated.",XMESS_0016,菱形朱鷺子
XMESS_0017,"Yeah, what did you want to talk about?",XMESS_0017,小舟澪
XMESS_0018,"Ah… okay.
Let's walk while we talk.",XMESS_0018,菱形朱鷺子
XMESS_0019,"Yeah, it's fine with me.",XMESS_0019,小舟澪
XMESS_0020,"Actually, Shinpei…",XMESS_0020,菱形朱鷺子
XMESS_0021,"Hey, Mio!",XMESS_0021,菱形窓
XMESS_0022,-!,XMESS_0022,小舟澪
XMESS_0023,"If you have a problem, I'll listen!
So just tell me anything!",XMESS_0023,菱形窓
XMESS_0024,Huh? What's going on all of a sudden?,XMESS_0024,小舟澪
XMESS_0025,Older brother… didn't I tell you to be quiet?,XMESS_0025,菱形朱鷺子
XMESS_0026,S-Sorry… I just couldn't help it!,XMESS_0026,菱形窓
XMESS_0027,"Even if you ask about my problems... I'm not really troubled by anything, you know?",XMESS_0027,小舟澪
XMESS_0028,…,XMESS_0028,菱形朱鷺子
XMESS_0029,"You know, today Shinpei asked me.
He said he noticed something was off with you…
Did something happen?",XMESS_0029,菱形朱鷺子
XMESS_0030,"Huh, Shinpei?",XMESS_0030,小舟澪
XMESS_0031,"Yeah, he sent Tokiko a message.",XMESS_0031,菱形窓
XMESS_0032,"By the way, my older brother found out because
he snooped on my messages.",XMESS_0032,菱形朱鷺子
XMESS_0033,"I-I just happened to see it!
Snooping? That's not something I'd do!",XMESS_0033,菱形窓
XMESS_0034,"Can something that happens twice in a day really be
just a coincidence?",XMESS_0034,菱形朱鷺子
XMESS_0035,…,XMESS_0035,小舟澪
XMESS_0036,(Shinpei sent a message to Tokiko…),XMESS_0036,小舟澪
XMESS_0037,(Have I been acting so different lately?),XMESS_0037,小舟澪
XMESS_0038,"(Well, at least…
Shinpei saw it that way.)",XMESS_0038,小舟澪
XMESS_0039,"Hey, Mio.
Is the problem about Shinpei?",XMESS_0039,菱形窓
XMESS_0040,…!,XMESS_0040,小舟澪
XMESS_0041,"Older brother!! 
Why'd you say that all of a sudden?!",XMESS_0041,菱形朱鷺子
XMESS_0042,"I only throw straight pitches.
That's my specialty.",XMESS_0042,菱形窓
XMESS_0043,Stop making up excuses!,XMESS_0043,菱形朱鷺子
XMESS_0044,"It's fine, Tokiko.",XMESS_0044,小舟澪
XMESS_0045,Mio…,XMESS_0045,菱形朱鷺子
XMESS_0046,"Actually, I think Sou's pretty amazing.",XMESS_0046,小舟澪
XMESS_0047,"No matter how hard it is to say,
you can say it when it's time.",XMESS_0047,小舟澪
XMESS_0048,"Thanks, Mio.",XMESS_0048,菱形窓
XMESS_0049,"Besides, it's just like Sou said.",XMESS_0049,小舟澪
XMESS_0050,I guess it was about Shinpei after all.,XMESS_0050,菱形窓
XMESS_0051,"Mio, I'll say it again.
If you have something to talk about,
just tell me anything.",XMESS_0051,菱形窓
XMESS_0052,"Tell me everything,
and you'll feel better.",XMESS_0052,菱形窓
XMESS_0053,"Of course,
I won't tell Shinpei a thing.",XMESS_0053,菱形窓
XMESS_0054,Yeah… thanks.,XMESS_0054,小舟澪
XMESS_0055,"It looks like we'll need more time.
Let's go to the beach and talk.",XMESS_0055,菱形朱鷺子
XMESS_0056,"Right on!
Just tell me anything, Mio!
I'll definitely listen!",XMESS_0056,菱形窓
XMESS_0057,Yeah…,XMESS_0057,小舟澪
XMESS_0058,"Wait a second.
Older brother, you should go over there.",XMESS_0058,菱形朱鷺子
XMESS_0059,W-Why?! I was going to help you out too...,XMESS_0059,菱形窓
XMESS_0060,"Please!
Just for a little while.",XMESS_0060,菱形朱鷺子
XMESS_0061,"Ah, okay…",XMESS_0061,菱形窓
XMESS_0062,I feel bad for Sou…,XMESS_0062,小舟澪
XMESS_0063,"But this way, it's easier for you, right?",XMESS_0063,菱形朱鷺子
XMESS_0064,Y-Yeah…,XMESS_0064,小舟澪
XMESS_0065,"Then let's continue.
Tell me everything you can.",XMESS_0065,菱形朱鷺子
XMESS_0066,"Tokiko... you know that when Shinpei left for Tokyo, he and my sister parted on bad terms, right?",XMESS_0066,小舟澪
XMESS_0067,"Yeah, more or less. They parted on bad terms and have been in a cold war ever since, right?",XMESS_0067,菱形朱鷺子
XMESS_0068,That's right.,XMESS_0068,小舟澪
XMESS_0069,"Even though Shinpei came back,
my sister still said this morning,
""I'll hit him if I see him.""",XMESS_0069,小舟澪
XMESS_0070,"I didn't want to see the two of them fight, and I wanted them to make up...",XMESS_0070,小舟澪
XMESS_0071,"When I saw them talking happily,
I felt relieved,
and I was happy.",XMESS_0071,小舟澪
XMESS_0072,"But… why?
Even though I should be happy,
my chest feels all fluttery.",XMESS_0072,小舟澪
XMESS_0073,That's probably…,XMESS_0073,菱形朱鷺子
XMESS_0074,"Yeah, I think I'm jealous of my sister.",XMESS_0074,小舟澪
XMESS_0075,I…,XMESS_0075,小舟澪
