source,target,id,developer_comments
XCHAPTITLE_0002,10. Koyuba Channel ②,XCHAPTITLE_0002,
XCOMMENTVIEW_0013,Kaori Koyuba,XCOMMENTVIEW_0013,
XMESS_0000,Everyone~~~!,XMESS_0000,小弓場かおり
XMESS_0001,Good evening~~~!,XMESS_0001,小弓場かおり
XMESS_0002,"It's Kaori Koyuba's ""Koyuba Channel""! Tonight, I'll be broadcasting from the same place as yesterday again~!",XMESS_0002,小弓場かおり
XMESS_0003,"Everyone, please send in lots of comments again today--",XMESS_0003,小弓場かおり
XMESS_0004,"...Whoa, amazing~! There are already so many comments! Thank you all so much~!",XMESS_0004,小弓場かおり
XMESS_0005,"""So where exactly is that!?"" I knew you guys would be curious.",XMESS_0005,小弓場かおり
XMESS_0006,"""You're teasing us too much, I can't take it""? Don't say that~! Please stick with me until the end!",XMESS_0006,小弓場かおり
XMESS_0007,"Hehe, it seems everyone's looking forward to my plan, and that makes me so~ happy.",XMESS_0007,小弓場かおり
XMESS_0008,"I'd really love to keep chatting like this for a while longer, but...",XMESS_0008,小弓場かおり
XMESS_0009,"Making everyone wait any longer than this would be bad, right?",XMESS_0009,小弓場かおり
XMESS_0010,"Ahaha, a storm of ""it's bad"" as expected~. I get it, I surrender!",XMESS_0010,小弓場かおり
XMESS_0011,"*Ahem*, well then...",XMESS_0011,小弓場かおり
XMESS_0012,"I'll announce it~! Believe it or not, I, Kaori Koyuba...!",XMESS_0012,小弓場かおり
XMESS_0013,"Will be holding a solo live show & talk show tomorrow, July 24th!",XMESS_0013,小弓場かおり
XMESS_0014,And I'll be live-streaming the entire thing for everyone on the internet~!,XMESS_0014,小弓場かおり
XMESS_0015,"Wow~, amazing~! Thank you all for the congratulatory comments!",XMESS_0015,小弓場かおり
XMESS_0016,"Since it's a secret live show, the venue is still a secret, of course, but please join in and get hyped with me~!",XMESS_0016,小弓場かおり
XMESS_0017,"Hmm~, wait a second? ""I'll be watching it in person though""?",XMESS_0017,小弓場かおり
XMESS_0018,"Hey, the person who just commented that! Whether you're right or wrong, please keep the answer to yourself!",XMESS_0018,小弓場かおり
XMESS_0019,"Depending on the situation, the live show might have to be canceled, so please cooperate with me!",XMESS_0019,小弓場かおり
XMESS_0020,"From the preparation stage onwards, there were a lot of difficult moments, but...",XMESS_0020,小弓場かおり
XMESS_0021,I really wanted everyone to see it. This place that I love so much.,XMESS_0021,小弓場かおり
XMESS_0022,"During the talk show, I'll introduce a lot of great things about this place, so I'd be happy if everyone comes to love it too.",XMESS_0022,小弓場かおり
XMESS_0023,"...Ah, so many supportive comments~! Thank you, everyone! It gives me energy~!",XMESS_0023,小弓場かおり
XMESS_0024,"I'd love to reply to all of you properly, but I should go to sleep soon to prepare for tomorrow.",XMESS_0024,小弓場かおり
XMESS_0025,"Everyone, please go to bed early today too, okay? I'm looking forward to getting hyped up with all of you tomorrow~.",XMESS_0025,小弓場かおり
XMESS_0026,...And with that! Let's meet again next time during the live show & talk show stream!,XMESS_0026,小弓場かおり
XMESS_0027,"This was ""Koyuba Channel""! Good night!",XMESS_0027,小弓場かおり
