source,target,id,developer_comments
XRETURNTODEATH_0036,8th Loop,XRETURNTODEATH_0036,
XCHAPTITLE_0039,66. Intense Battle at School,XCHAPTITLE_0039,
XCHAPTITLE_0043,68. Spider's Form,XCHAPTITLE_0043,
XMESS_0000,…!!,XMESS_0000,網代慎平
XMESS_0001,*Pant* *pant* *pant*...!,XMESS_0001,網代慎平
XMESS_0002,"Ngh, gah...!!",XMESS_0002,網代慎平
XMESS_0003,"(The back of my eyes, my head... it hurts like it's splitting open... I feel like I'm going to fall... off the cliff...!!)",XMESS_0003,網代慎平
XMESS_0004,!!,XMESS_0004,網代慎平
XMESS_0005,"(Ushio's lock of hair is in my hand!! Did I return to ""just a moment ago""...!? Has the battle already started!!)",XMESS_0005,網代慎平
XMESS_0006,Everyone...!?,XMESS_0006,網代慎平
XMESS_0007,(There's no one nearby? Everyone has already taken their positions! I have to tell them about this quickly...!),XMESS_0007,網代慎平
XMESS_0008,Shinpei!!,XMESS_0008,ウシオ
XMESS_0009,Ushio...!,XMESS_0009,網代慎平
XMESS_0010,They already know everyone's positions! Hurry and get away from here—,XMESS_0010,ウシオ
XMESS_0011,Gah...!!,XMESS_0011,ウシオ
XMESS_0012,(Eh...?),XMESS_0012,網代慎平
XMESS_0013,"Hello, Shinpei-kun.
Welcome back.",XMESS_0013,シデ
XMESS_0014,It seems this is the end.,XMESS_0014,シオリ（ハイネ）
XMESS_0015,How dare you--,XMESS_0015,網代慎平
XMESS_0016,U-Ushi... o...!!,XMESS_0016,網代慎平
XMESS_0017,"Congratulations on the bad ending.
Shinpei-kun.",XMESS_0017,シデ
XMESS_0018,(It's past 7:40. While I'm waiting for them in the schoolyard...),XMESS_0018,網代慎平
XMESS_0019,"(Behind me, from the second floor of the school building, Nezu-san has his rifle ready and is keeping watch.)",XMESS_0019,網代慎平
XMESS_0020,(And on my arm--),XMESS_0020,網代慎平
XMESS_0021,Shinpei! They're coming at ya head-on!,XMESS_0021,根津銀次郎
XMESS_0022,!!,XMESS_0022,網代慎平
XMESS_0023,…,XMESS_0023,シデ
XMESS_0024,"You've brought quite a crowd with you, Shide.",XMESS_0024,網代慎平
