source,target,id,developer_comments
XCOMMENTVIEW_0013,July 22nd,XCOMMENTVIEW_0013,
XCHAPTITLE_0036,1. Call Sou,XCHAPTITLE_0036,
XMESS_0000,"(First, I should contact Sou.)",XMESS_0000,網代慎平
XMESS_0001,"(In order for him to grasp what has happened so far, I need him to see Ushio's memories...!)",XMESS_0001,網代慎平
XMESS_0002,"Hey, Shinpei! What's up? You said you'd call later, you're pretty early.",XMESS_0002,菱形窓
XMESS_0003,"Ah, sorry.",XMESS_0003,網代慎平
XMESS_0004,"Nah, it's fine. I wanted to talk early too.",XMESS_0004,菱形窓
XMESS_0005,"Hey, Shinpei. Actually... about Ushio...",XMESS_0005,菱形窓
XMESS_0006,"The Yoshikawa lines, right.",XMESS_0006,網代慎平
XMESS_0007,...Wha!? How do you know!?,XMESS_0007,菱形窓
XMESS_0008,Including that... there's something I want to ask of you. I want to borrow your strength.,XMESS_0008,網代慎平
XMESS_0009,Come to the Hitogashima Elementary and Junior High School gym now. I'll tell you the details there.,XMESS_0009,網代慎平
XMESS_0010,Hah...!? I don't get what you mean at all. Telling me to come to the school so suddenly...,XMESS_0010,菱形窓
XMESS_0011,"Please, Sou! It's important!",XMESS_0011,網代慎平
XMESS_0012,…,XMESS_0012,菱形窓
XMESS_0013,"...Alright, I'll go.",XMESS_0013,菱形窓
XMESS_0014,I-Is that okay?,XMESS_0014,網代慎平
XMESS_0015,"Knowing you, there's gotta be a reason. It's something you can't say over the phone, right? I'll hear the reason at the school.",XMESS_0015,菱形窓
XMESS_0016,Thank you...,XMESS_0016,網代慎平
XMESS_0017,"Also, is Tokiko-chan nearby? Put her on the phone for a sec.",XMESS_0017,網代慎平
XMESS_0018,To Tokiko?,XMESS_0018,菱形窓
XMESS_0019,"Yeah, I want Tokiko-chan to come to the school too.",XMESS_0019,網代慎平
XMESS_0020,"I see, wait a sec.",XMESS_0020,菱形窓
XMESS_0021,"He~y, Tokiko! Shinpei wants to talk to you!",XMESS_0021,菱形窓
XMESS_0022,"(At this point in time, Tokiko-chan is cooperating with Haine.)",XMESS_0022,網代慎平
XMESS_0023,"(But if I show her the memories from Hiruko Cave, and she realizes she'll be betrayed by Haine and the others, she should become our ally.)",XMESS_0023,網代慎平
XMESS_0024,"(Even if she doesn't know Haine's true goal, we might be able to hear about the enemy's internal affairs.)",XMESS_0024,網代慎平
XMESS_0025,...Shin-chan.,XMESS_0025,小舟澪
XMESS_0026,Hm?,XMESS_0026,網代慎平
XMESS_0027,"Give me the phone.
I'll talk to Tokiko.",XMESS_0027,小舟澪
XMESS_0028,"No, can't do that.",XMESS_0028,網代慎平
XMESS_0029,Why not?,XMESS_0029,小舟澪
XMESS_0030,"The current Tokiko-chan doesn't know anything yet. Until we share our memories, I want to keep the information we give her to a minimum.",XMESS_0030,網代慎平
XMESS_0031,"You might have things you want to say, but hold it in for now.",XMESS_0031,網代慎平
XMESS_0032,…,XMESS_0032,小舟澪
XMESS_0033,"Sorry, Tokiko's not here.",XMESS_0033,菱形窓
XMESS_0034,That's weird. I thought she was in her room after getting out of the bath earlier.,XMESS_0034,菱形窓
XMESS_0035,"If that's the case, can you pass the message to Tokiko-chan for me?",XMESS_0035,網代慎平
XMESS_0036,"Yeah, sure.
I'll tell her later.",XMESS_0036,菱形窓
XMESS_0037,"If you can't tell her directly, leave Tokiko-chan a message telling her to come to the school.",XMESS_0037,網代慎平
XMESS_0038,"Leave it to me.
See you later!",XMESS_0038,菱形窓
XMESS_0039,...Alright! We got Sou and Tokiko-chan! Who's next?,XMESS_0039,ウシオ
XMESS_0040,"Let's call Totsumura-san too. He helped us at Hiruko Cave, and he is a cop, after all.",XMESS_0040,網代慎平
XMESS_0041,"If we're calling him, I'll have to ask him to let me scan his gun later.",XMESS_0041,ウシオ
XMESS_0042,I wonder where Totsumura-san is right now? I hope he's at the police station...,XMESS_0042,網代慎平
XMESS_0043,"Yes, this is the hero of justice!",XMESS_0043,凸村哲
XMESS_0044,Thank goodness! Totsumura-san is there.,XMESS_0044,網代慎平
